GEOID,County name,Percent of population that is foreign-born,Percent of adults (25 or older) who are not high-school graduates,Percent of population with income below 150 percent of poverty level,Percent of households receiving public assistance income,Percent of persons (ages 16 or older) unemployed,Percent limited-English households,Percent of persons who moved from outside county in past year,Total population,Hispanic_Latino,White,Black or African American,AIAN,Asian,NHPI,Some other race,Two or more races,Tract name,Incorporated (%),Unincorporated (%),Size (sq. mi.),Pop density,AD_overlapped,SD_overlapped,CD_overlapped,Census 2020 Region
06037189300,Los Angeles,23.8,4.1,13,1.5,6.2,2.1,1.7,3212,2.7,77.8,1.6,0,13.1,0,2,2.7,Census Tract 1893,Los Angeles (100.0),0,0.7,4384,AD-43,SD-25,CD-28,8
06037189400,Los Angeles,11.4,0.8,6.4,1.3,7.5,1.2,3.4,3145,5.8,73.8,9,0,5.1,0,0,6.4,Census Tract 1894,Los Angeles (100.0),0,0.6,6399.7,AD-43,SD-25,CD-28,8
06037189501,Los Angeles,10.2,4.6,11.1,0,12.6,3.7,6.8,2179,11,76.5,6.7,0,4,0,1.3,0.4,Census Tract 1895.01,Los Angeles (100.0),0,0.1,16486.2,AD-43,SD-26,CD-28,8
06037189502,Los Angeles,29.6,4.1,23.9,1.5,13.6,9,10.4,2049,19.8,56.4,4.9,0,10,0.2,2.8,6,Census Tract 1895.02,Los Angeles (100.0),0,0.1,23386.2,AD-43,SD-26,CD-28,8
06037189600,Los Angeles,17.6,5.4,18.9,0.5,4.6,2.5,3.1,3825,19.2,67.6,2.3,0.4,5.2,0,0,5.3,Census Tract 1896,Los Angeles (100.0),0,0.4,9042.6,"AD-43, AD-50",SD-26,CD-28,8
06037189702,Los Angeles,22.7,1.8,15.4,10.9,13,4.7,12.3,2436,9.3,78.8,5.3,0,1.7,0,0.4,4.4,Census Tract 1897.02,Los Angeles (100.0),0,0.6,4242.1,"AD-46, AD-50",SD-26,CD-28,8
06037189703,Los Angeles,18.4,11.2,6.7,5,1.1,2.3,6.7,1880,9.3,65.9,16.7,0,7,0,0,1.2,Census Tract 1897.03,Los Angeles (100.0),0,1.2,1920.7,"AD-43, AD-50",SD-26,CD-28,8
06037189704,Los Angeles,21.3,1.3,9.7,0,5.5,3.7,4.7,1471,10.5,77,1.6,0,4.1,0,0,6.7,Census Tract 1897.04,Los Angeles (100.0),0,0.4,7581.8,"AD-43, AD-46",SD-26,"CD-28, CD-30",8
06037189801,Los Angeles,20.5,0,12.9,6.2,5.8,8.4,4.4,1839,10,81.9,1.1,1.3,2.1,0,0,3.6,Census Tract 1898.01,Los Angeles (100.0),0,0.2,14515.8,AD-50,SD-26,CD-28,8
06037189802,Los Angeles,23.5,0.8,21.4,11.3,13.2,6.5,9.1,2158,12.7,68.2,9.5,0,3.3,0,0,6.3,Census Tract 1898.02,Los Angeles (100.0),0,0.1,16278.9,AD-50,SD-26,CD-28,8
06037189903,Los Angeles,37,3.2,16.5,3,10.6,9.5,8.2,2182,15.1,71.1,1.9,0,9.5,0,0,2.4,Census Tract 1899.03,Los Angeles (100.0),0,0,68722.9,AD-50,SD-26,CD-28,8
06037189904,Los Angeles,41.5,7.4,20.6,4.2,6.8,7.1,8.6,2382,25.3,60.8,7.2,0,5.1,0,0,1.6,Census Tract 1899.04,Los Angeles (100.0),0,0.1,40602.7,AD-50,SD-26,CD-28,8
06037189905,Los Angeles,22.8,3.2,15.4,1.1,1.2,12.1,6.4,2615,24,66.3,4.6,0,3.3,0,0.3,1.6,Census Tract 1899.05,Los Angeles (100.0),0,0.1,24680.4,AD-50,SD-26,CD-28,8
06037189906,Los Angeles,38.2,2.9,22.6,10.1,7.9,7.2,7.4,2634,5.2,77.6,2.7,0,13,0,0,1.5,Census Tract 1899.06,Los Angeles (100.0),0,0.1,35073.9,AD-50,SD-26,CD-28,8
06037189907,Los Angeles,28.6,0.8,14.5,0,7.6,2.4,4.6,2418,23.4,60.5,2.3,0,11.2,0,0,2.6,Census Tract 1899.07,Los Angeles (100.0),0,0.1,38853.3,AD-50,SD-26,CD-28,8
06037190101,Los Angeles,25.2,7.7,42.2,3.9,17.1,4.2,7.1,1653,16.3,39.6,17.1,0,10.9,0,0,16,Census Tract 1901.01,Los Angeles (100.0),0,0.1,21147.6,AD-50,SD-26,CD-28,8
06037190102,Los Angeles,31.7,4.3,23.1,0.8,8.2,10.9,10,2716,26.1,56.8,3.7,0.8,8.8,0,2.2,1.6,Census Tract 1901.02,Los Angeles (100.0),0,0.2,18841.6,AD-50,SD-26,CD-28,8
06037190201,Los Angeles,36.1,13.2,49.9,7,12.3,24.6,11.9,2895,42.1,36.4,9,1.4,5.5,0,1.7,3.9,Census Tract 1902.01,Los Angeles (100.0),0,0.1,32790,AD-50,SD-26,CD-28,8
06037190202,Los Angeles,20.7,5.6,33.2,6.1,6.1,13.1,11.4,3256,22.1,43.2,17.9,0,9.1,0,1.1,6.5,Census Tract 1902.02,Los Angeles (100.0),0,0.1,43718.9,AD-50,SD-26,CD-28,8
06037190302,Los Angeles,31,9.6,28.6,2.4,8.9,8.8,4.4,2985,27,46.6,7,0,14.5,0,0,4.9,Census Tract 1903.02,Los Angeles (100.0),0,0.1,24654.4,AD-43,SD-26,CD-28,8
06037190303,Los Angeles,42.2,17,33.6,4.3,17.6,24.3,2.2,2850,23.7,53.4,12.5,0.3,7.1,0,1,2,Census Tract 1903.03,Los Angeles (100.0),0,0.1,39121,AD-43,"SD-24, SD-26",CD-28,8
06037190401,Los Angeles,46.2,13.7,25.7,5.9,9.4,24.5,3.4,2996,30.7,53.1,2.5,0,10.1,0,0,3.5,Census Tract 1904.01,Los Angeles (100.0),0,0.1,44328,AD-43,SD-24,CD-28,8
06037190402,Los Angeles,32.3,8.8,31.2,1.2,2.6,26.8,4.9,2070,16.2,58.9,6.8,0,16.7,0,0,1.4,Census Tract 1904.02,Los Angeles (100.0),0,0.1,39357.8,AD-43,SD-24,CD-28,8
06037190510,Los Angeles,43.9,16.1,34.2,7.7,9,27.6,4.7,3815,39.8,34.7,6.8,0,16.5,0,0.1,2.1,Census Tract 1905.10,Los Angeles (100.0),0,0.1,35483.2,AD-43,SD-24,CD-28,8
06037190520,Los Angeles,53.5,24.8,38.6,6.4,9.5,38.4,2.1,4144,44,35.3,1.2,0,17.4,0,0,2.1,Census Tract 1905.20,Los Angeles (100.0),0,0.1,37041,AD-43,SD-24,CD-28,8
06037190701,Los Angeles,41.8,9.9,45.4,4.4,7.8,26.8,9.6,1693,20.4,44.9,3,0.4,21.4,0,0,10,Census Tract 1907.01,Los Angeles (100.0),0,0.2,10927.6,AD-50,SD-26,CD-28,8
06037190702,Los Angeles,27.9,7.6,8.9,2.9,11.7,9.1,9.8,1127,26.2,50.6,9.9,0,7.6,0,0,5.7,Census Tract 1907.02,Los Angeles (100.0),0,0.1,18388.4,AD-50,SD-26,CD-28,8
06037190801,Los Angeles,39.1,11.8,52.6,0.8,21.2,29.3,8.5,2663,40.3,40,9.5,0.8,6.6,0,1,1.7,Census Tract 1908.01,Los Angeles (100.0),0,0.1,19972.7,AD-50,SD-26,CD-28,8
06037190802,Los Angeles,38.2,23,46.1,2.5,7.4,18.3,3.9,3071,31,38.2,6.2,0,6.8,0,0,17.9,Census Tract 1908.02,Los Angeles (100.0),0,0.2,14866.7,AD-50,SD-26,CD-28,8
06037190901,Los Angeles,62.1,35,42.2,5,6.2,48.2,1.2,4361,75.6,13.4,4.3,0,4.1,0,0,2.5,Census Tract 1909.01,Los Angeles (100.0),0,0.2,21218.8,AD-43,SD-24,CD-28,8
06037190902,Los Angeles,48.4,17.9,34.8,1.3,4.3,28.7,2.4,3793,58.6,31,5.1,0,2.8,0,0.8,1.7,Census Tract 1909.02,Los Angeles (100.0),0,0.2,19188.7,AD-50,SD-24,CD-28,8
06037191000,Los Angeles,32.1,9.4,27.2,6.7,9.2,5.3,5.2,4817,34.7,39.3,6.5,0,14.3,0,1,4.3,Census Tract 1910,Los Angeles (100.0),0,0.2,23528.3,AD-50,SD-26,CD-28,8
06037191110,Los Angeles,55.2,20.1,51.1,4,5.5,34.6,2,3634,33,53.6,1.9,0,9.1,0,0.2,2.2,Census Tract 1911.10,Los Angeles (100.0),0,0.1,29826.5,AD-43,SD-24,CD-28,8
06037191120,Los Angeles,49.3,23,35.4,2.3,16,44.5,1.1,3732,48.3,34.3,2,0.3,12.3,0.9,0.4,1.5,Census Tract 1911.20,Los Angeles (100.0),0,0.2,25930.1,AD-43,SD-24,CD-28,8
06037191201,Los Angeles,48.2,15.5,36.6,6.4,7.9,29.8,4.3,5088,39.2,44,3,0.1,10.2,0.1,0.9,2.4,Census Tract 1912.01,Los Angeles (100.0),0,0.2,18428.6,AD-43,SD-24,CD-28,8
06037191203,Los Angeles,65.9,22.4,43.4,2.1,16,45.9,0.3,2287,52.9,17.7,2.9,0,24.5,0,0,2,Census Tract 1912.03,Los Angeles (100.0),0,0.1,31944.6,AD-43,SD-24,CD-28,8
06037191204,Los Angeles,44.8,18.6,36.9,6.2,6.3,28.7,3.2,1703,45.7,29.5,4.9,0,17.7,1.2,0,1,Census Tract 1912.04,Los Angeles (100.0),0,0.1,23982.8,AD-43,SD-24,CD-28,8
06037191301,Los Angeles,50.5,21.3,34.1,6.6,2.1,21.4,1.9,2320,49.6,19.2,6.5,0,24.6,0,0,0.2,Census Tract 1913.01,Los Angeles (100.0),0,0.1,19656.9,"AD-43, AD-51",SD-24,CD-28,8
06037191302,Los Angeles,47.4,19.6,38.3,0,7.4,17.6,3,1873,51.5,24.3,0.7,0,21.6,0,0,1.8,Census Tract 1913.02,Los Angeles (100.0),0,0.2,13438.1,AD-43,SD-24,CD-28,8
06037191410,Los Angeles,50.2,24.1,37.9,0.4,8.4,30.7,3.5,3841,65.3,16.6,4.9,0,11.4,0,0.3,1.6,Census Tract 1914.10,Los Angeles (100.0),0,0.1,32638.6,AD-43,SD-24,CD-28,8
06037191420,Los Angeles,50.7,26.6,14,2.5,5.1,25.8,1.1,3698,70.2,17.4,0.9,0,9.2,0,0,2.3,Census Tract 1914.20,Los Angeles (100.0),0,0.1,32344,AD-43,SD-24,CD-28,8
06037191500,Los Angeles,51.9,27.8,26.5,4.6,7.4,26.6,2.6,5928,56.4,22.3,1,0.5,16.1,0,0,3.7,Census Tract 1915,Los Angeles (100.0),0,0.2,20110,AD-43,SD-24,CD-28,8
06037191610,Los Angeles,50.1,29.6,36.4,3.9,6.3,24.8,3.3,4016,56.2,20.1,7.5,0,14.9,0,0,1.3,Census Tract 1916.10,Los Angeles (100.0),0,0.2,26468.6,AD-53,SD-24,CD-28,8
06037191620,Los Angeles,57.3,29.3,48.2,2.1,12.1,47.3,3.6,2600,52.8,14.1,8.3,0,24.8,0,0,0,Census Tract 1916.20,Los Angeles (100.0),0,0.1,29742.3,AD-43,SD-24,CD-28,8
06037191710,Los Angeles,55.2,47.4,48.2,4.7,7.6,45.9,2.1,2632,68.2,17.6,5.5,0,5.6,0,2.3,0.8,Census Tract 1917.10,Los Angeles (100.0),0,0.3,9459.5,AD-53,SD-24,CD-28,8
06037191720,Los Angeles,53.7,44,45.7,2,3.9,46.5,1.4,3266,72.5,11.6,5.9,0,8.6,0,0.2,1.1,Census Tract 1917.20,Los Angeles (100.0),0,0.1,34627.8,AD-53,SD-24,CD-28,8
06037191810,Los Angeles,43.3,33.2,43.1,0,7.7,23.3,1.2,3188,70.4,16.5,9.8,0,1.9,0,0.6,0.8,Census Tract 1918.10,Los Angeles (100.0),0,0.2,19400.4,AD-50,SD-26,CD-28,8
06037191820,Los Angeles,31.8,11.2,19.5,6.8,6.4,10.5,5.6,3615,33,38.5,7.3,0.2,14.1,0,0,6.9,Census Tract 1918.20,Los Angeles (100.0),0,0.2,20983.2,AD-50,SD-26,CD-28,8
06037191901,Los Angeles,28.7,8.4,30.5,4.8,5.7,2.8,10.3,3404,18.6,56.6,9.4,0,6.9,0,0,8.5,Census Tract 1919.01,Los Angeles (100.0),0,0.3,11935.6,AD-50,SD-26,CD-28,8
06037191902,Los Angeles,12.7,3.5,14.2,0.7,1.8,4.5,2.1,2777,7.6,81.6,0.9,0.1,6.2,0,0,3.6,Census Tract 1919.02,Los Angeles (100.0),0,0.3,10559,AD-50,SD-26,CD-28,8
06037192001,Los Angeles,22,6.8,20.3,0.7,7.6,13.6,7.8,2209,13,65.5,6.2,1.4,10.8,0,0,3.2,Census Tract 1920.01,Los Angeles (100.0),0,0.2,12560.2,AD-50,SD-26,CD-28,8
06037192002,Los Angeles,26,4.1,19.2,1.6,8.1,2.6,4.5,2684,3.8,77.9,2.4,0,7.2,0,0,8.7,Census Tract 1920.02,Los Angeles (100.0),0,0.3,7694.6,AD-50,SD-26,CD-28,8
06037192300,Los Angeles,25.1,3.8,22,4.5,9.1,6.4,4,2428,18.2,61.2,1.1,0,15.4,0,0.7,3.5,Census Tract 1923,Los Angeles (100.0),0,0.3,8431.2,AD-50,SD-26,"CD-28, CD-33",8
06037192410,Los Angeles,33.4,5,15,1.9,7.1,8,2.7,4008,14.4,57.5,3.5,0,18.4,0,0,6.3,Census Tract 1924.10,Los Angeles (100.0),0,0.3,13531.4,AD-53,SD-24,"CD-28, CD-34",8
06037192420,Los Angeles,43.6,21.8,19.3,0.5,3.8,24.8,1.7,3949,47,14.3,5.2,2.1,27,0.1,0,4.3,Census Tract 1924.20,Los Angeles (100.0),0,0.1,29056.4,AD-53,SD-24,CD-34,8
06037192510,Los Angeles,59.5,27.8,24.6,3.9,5.5,30.9,0.6,3981,47.7,6.4,0.3,0,42.3,0.5,0,2.9,Census Tract 1925.10,Los Angeles (100.0),0,0.1,26664.2,AD-53,SD-24,CD-34,8
06037192520,Los Angeles,57.1,34.3,35.9,2.6,9.2,37.2,0.9,5445,74.3,6.9,1.5,0,16.1,0.8,0,0.4,Census Tract 1925.20,Los Angeles (100.0),0,0.1,36401,AD-53,SD-24,"CD-28, CD-34",8
06037192610,Los Angeles,44,25.1,34.2,4,8.5,24.7,6.2,3756,64.7,21.2,3.8,0,7.8,0,0,2.4,Census Tract 1926.10,Los Angeles (100.0),0,0.2,25868.4,"AD-43, AD-53",SD-24,CD-28,8
06037192620,Los Angeles,62.7,40.3,42.8,1.7,7.4,45.8,0.5,3658,66.8,3.6,3.2,0,25.5,0,0.4,0.5,Census Tract 1926.20,Los Angeles (100.0),0,0.1,34666.6,AD-53,SD-24,"CD-28, CD-34",8
06037192700,Los Angeles,38.2,22.3,33.8,0,3.5,23.2,4.7,3689,61.2,14.5,1.5,0,18,0,0,4.8,Census Tract 1927,Los Angeles (100.0),0,0.2,17308.6,"AD-43, AD-53",SD-24,"CD-28, CD-34",8
06037194101,Los Angeles,28,2.5,9.4,1.6,6.9,7,7.2,3463,7.9,70.5,8.5,0,7.3,0,0,5.8,Census Tract 1941.01,Los Angeles (100.0),0,1,3296.1,"AD-46, AD-50",SD-26,CD-28,8
06037194102,Los Angeles,25.5,6.1,15.4,0,6.4,3.7,4.3,2782,6.7,72.5,10.2,0,7,0,0.4,3.2,Census Tract 1941.02,Los Angeles (100.0),0,1.4,2561.5,AD-46,SD-26,CD-28,8
06037194200,Los Angeles,16.1,0.9,5.3,2,9.2,0,4.4,3504,4.2,75,1.5,0.5,6.1,0,0,12.6,Census Tract 1942,Los Angeles (100.0),0,1,3577.8,AD-50,SD-26,CD-28,8
06037194300,Los Angeles,19.5,0,5.9,1.1,1.6,1,2.3,3022,7.2,84.6,2.5,0,3.5,0,0,2.2,Census Tract 1943,Los Angeles (100.0),0,1,3115,AD-50,SD-26,CD-28,8
06037194401,Los Angeles,21.9,3.1,12.8,2.5,9.3,2.8,4.4,2571,16,65.3,5.7,0.4,8,0,0.6,4,Census Tract 1944.01,Los Angeles (100.0),0,0.2,14230.2,AD-50,SD-26,"CD-28, CD-33",8
06037194402,Los Angeles,29.3,2.7,16.9,2.9,3.3,3.7,8.3,3362,4,81.7,1,0,12.7,0,0,0.6,Census Tract 1944.02,Los Angeles (100.0),0,0.2,13830,AD-50,SD-26,"CD-28, CD-33",8
06037194500,Los Angeles,30.7,4.2,8.9,3.8,7.4,12.8,3.4,2070,7.6,70.6,7.5,0,10.2,0,0,4,Census Tract 1945,Los Angeles (100.0),0,0.3,8869.6,AD-50,SD-26,CD-33,8
06037195100,Los Angeles,19.3,3.1,5.1,3.5,6,3.2,3.2,5193,17.9,62.5,0.8,0.4,12.7,0,0,5.7,Census Tract 1951,Los Angeles (100.0),0,0.6,8224.9,"AD-43, AD-51",SD-24,CD-28,8
06037195201,Los Angeles,23.6,4.6,14.2,2.9,3.1,15.1,3,3013,18.3,65.9,1.5,0,12.1,0,0.2,2,Census Tract 1952.01,Los Angeles (100.0),0,0.2,13277.1,AD-43,SD-24,CD-28,8
06037195202,Los Angeles,16.7,4.6,13.1,2,4.7,3.8,2.2,3252,17.7,64.6,2.2,0,10.5,0.5,1.6,3,Census Tract 1952.02,Los Angeles (100.0),0,0.3,9422.1,AD-43,SD-24,CD-28,8
06037195300,Los Angeles,23.6,14.8,11.4,9.9,9.6,6.8,2.6,2798,29.7,58.9,1.6,0,7.8,0,0.5,1.6,Census Tract 1953,Los Angeles (100.0),0,0.2,13700.9,AD-43,SD-24,CD-28,8
06037195400,Los Angeles,17.8,3.9,9.7,1.8,4.4,2.9,0.1,4359,24,55.1,1.3,0,15.3,0,0,4.3,Census Tract 1954,Los Angeles (100.0),0,0.4,10668.2,"AD-43, AD-51",SD-24,CD-28,8
06037195500,Los Angeles,24.2,6,6.6,5.9,6.5,8.9,4.2,5528,27.1,50.4,0.9,0,18.1,0,0,3.5,Census Tract 1955,Los Angeles (100.0),0,0.5,10637.4,"AD-43, AD-51",SD-24,CD-28,8
06037195600,Los Angeles,34.6,21.8,31.4,2.6,4.4,14.6,2.4,2775,50.6,32.4,2.3,0,12.5,0,0,2.3,Census Tract 1956,Los Angeles (100.0),0,0.2,15002.5,AD-51,SD-24,CD-28,8
06037195710,Los Angeles,32.5,20.5,49.9,0,7.4,14.5,3.5,4588,63.2,16.9,6.2,0,10.8,0.4,0,2.5,Census Tract 1957.10,Los Angeles (100.0),0,0.2,21104.3,AD-51,SD-24,"CD-28, CD-34",8
06037195720,Los Angeles,40.5,30.3,25,3.5,5.8,24,1.6,1809,56.3,23.9,1,0,12.1,0,0,6.7,Census Tract 1957.20,Los Angeles (100.0),0,0.1,16993,AD-51,SD-24,CD-28,8
06037195802,Los Angeles,46.5,20.5,25.6,5.7,7.9,9.3,3,2939,54.1,15.4,2.8,0.3,23.7,0,2.3,1.4,Census Tract 1958.02,Los Angeles (100.0),0,0.2,17656,AD-51,SD-24,"CD-28, CD-34",8
06037195803,Los Angeles,26.6,14,24.7,5.6,9.4,9.6,3.2,2439,33.8,44.1,4.4,0.2,10.8,0,0,6.7,Census Tract 1958.03,Los Angeles (100.0),0,0.2,16862.1,AD-51,SD-24,CD-28,8
06037195804,Los Angeles,39.5,20.1,26.5,2.4,3.4,10.8,5.2,2533,44.9,30.3,4.4,0,14.5,0.7,0,5.1,Census Tract 1958.04,Los Angeles (100.0),0,0.1,18963,AD-51,SD-24,CD-28,8
06037195901,Los Angeles,34.4,14.9,28.7,12.6,17.4,14.8,3.7,2392,34.7,44.1,0.7,0.5,18.7,0,0.4,0.8,Census Tract 1959.01,Los Angeles (100.0),0,0.1,20016.3,AD-51,SD-24,CD-28,8
06037195902,Los Angeles,11.6,2.9,16.9,0,8.8,3.6,4.3,2016,13.7,59.2,2.2,0,7.8,0,0,17,Census Tract 1959.02,Los Angeles (100.0),0,0.1,14435.2,AD-51,SD-24,CD-28,8
06037195903,Los Angeles,28.2,15.5,18.1,3.9,4.5,5.5,2.8,1868,45.8,33.1,0,0.3,16.1,0,0.2,4.5,Census Tract 1959.03,Los Angeles (100.0),0,0.1,21627.1,AD-51,SD-24,CD-28,8
06037197200,Los Angeles,41.3,25.4,20.9,6.5,2.7,12,1.1,3708,46.2,12.8,4.6,0,34.7,0,0,1.8,Census Tract 1972,Los Angeles (100.0),0,0.3,11440.9,AD-51,SD-24,CD-28,8
06037197300,Los Angeles,30.7,15.8,15.9,2.8,6.8,8.7,4.2,4021,33.5,43.4,1.9,0,16.2,0.7,0,4.3,Census Tract 1973,Los Angeles (100.0),0,0.2,14449.5,AD-51,SD-24,CD-28,8
06037197410,Los Angeles,20.2,9.5,11.1,9.3,6.9,3.9,6,3887,31.8,47.3,2.9,0.9,8.3,0.3,0,8.6,Census Tract 1974.10,Los Angeles (100.0),0,0.5,6890.9,"AD-43, AD-51",SD-24,CD-28,8
06037197420,Los Angeles,26.9,21.4,24,4.6,5.1,9.8,4,3587,44.9,39.9,3.5,0,9.5,0,1.4,0.9,Census Tract 1974.20,Los Angeles (100.0),0,0.2,14204.3,AD-51,SD-24,CD-28,8
06037197500,Los Angeles,37,19.2,12.5,0,5.7,14.3,6.2,3884,42.7,35.5,2.8,0,16.1,0,0,2.9,Census Tract 1975,Los Angeles (100.0),0,0.2,17690.8,AD-51,SD-24,CD-28,8
06037197600,Los Angeles,37,24.2,13.1,3.3,5.6,7.5,3.9,2201,52.6,29.2,0.3,0.9,13.4,0,1.9,1.8,Census Tract 1976,Los Angeles (100.0),0,0.2,16214.8,AD-51,SD-24,CD-34,8
06037197700,Los Angeles,45.4,24.7,31.9,3.9,4,27.6,3.8,5341,24.7,22.3,2,1.9,44.1,0,0,4.9,Census Tract 1977,Los Angeles (100.0),0,0.3,16847.9,AD-51,SD-24,CD-34,8
06037199001,Los Angeles,62.6,47.7,36,9.9,7.2,38.2,0.5,2676,59.6,2.7,0,0,37.7,0,0,0,Census Tract 1990.01,Los Angeles (100.0),0,0.1,26454.4,AD-51,SD-24,CD-34,8
06037199002,Los Angeles,44.8,23.1,33.7,3.5,4.5,19.6,2.2,2752,58.1,15.6,2.1,0,23.5,0,0,0.8,Census Tract 1990.02,Los Angeles (100.0),0,0.5,5881.4,AD-51,SD-24,CD-34,8
06037199110,Los Angeles,32.9,37,27.6,5.6,10.9,11.7,0.6,3072,91.2,4.1,0.3,0,3.6,0,0,0.7,Census Tract 1991.10,Los Angeles (100.0),0,0.4,6825.6,AD-51,SD-24,CD-34,8
06037199120,Los Angeles,38.6,39.9,54.9,5.7,12.4,25.3,0.8,4127,70.9,3.2,3.2,0,22.5,0,0,0.1,Census Tract 1991.20,Los Angeles (100.0),0,0.4,10372.3,AD-51,SD-24,CD-34,8
06037199201,Los Angeles,49.7,35.3,39.1,2.8,8.4,37.6,2.1,3727,61.1,1.5,0,0,37.4,0,0,0,Census Tract 1992.01,Los Angeles (100.0),0,0.2,23488.8,AD-51,SD-24,CD-34,8
06037199202,Los Angeles,36.2,30.3,27,4.7,9.9,19.1,4.1,2910,66.6,19,1.4,0,11.1,0,0,1.9,Census Tract 1992.02,Los Angeles (100.0),0,0.4,7557.6,AD-51,SD-24,CD-34,8
06037199300,Los Angeles,39.4,30.7,26,7.5,9.3,11.7,1.8,4368,56.8,20.3,1,1.1,20.2,0,0,0.5,Census Tract 1993,Los Angeles (100.0),0,1,3599.8,AD-51,SD-24,CD-34,8
06037199400,Los Angeles,47.4,30.7,47.2,2.5,14,27.7,2,4857,65.8,4,4,0,24.6,0,0,1.6,Census Tract 1994,Los Angeles (100.0),0,0.3,17280.3,AD-51,SD-24,CD-34,8
06037199700,Los Angeles,44.7,37.4,31.1,5.7,3,16.8,1.3,3006,68,13.3,3.7,0,14.2,0,0.4,0.4,Census Tract 1997,Los Angeles (100.0),0,0.4,9377.6,AD-51,SD-24,CD-34,8
06037199801,Los Angeles,43.4,46.9,42.8,9,8.6,21.8,2.5,3618,69.1,0.6,0.5,0,29.8,0,0,0,Census Tract 1998.01,Los Angeles (100.0),0,0.1,22789.6,AD-51,SD-24,CD-34,8
06037199802,Los Angeles,58.9,47.2,46.4,7.8,6.8,29.1,0.9,2419,43.9,2.1,0,0,54,0,0,0,Census Tract 1998.02,Los Angeles (100.0),0,0.1,18133.8,AD-51,SD-24,CD-34,8
06037199900,Los Angeles,43,44.1,34.9,1.5,11.9,34.6,0.5,2687,82,1.5,0.3,0,16.3,0,0,0,Census Tract 1999,Los Angeles (100.0),0,0.2,15440.2,AD-51,SD-24,CD-34,8
06037201110,Los Angeles,33.9,28.7,15.3,4.1,2.2,11.5,2,2203,70.9,11,3,0,15,0,0,0,Census Tract 2011.10,Los Angeles (100.0),0,0.4,5957,AD-51,SD-24,CD-34,8
06037201120,Los Angeles,37.3,30,23.6,2.2,11.4,18.2,1.2,4043,78.7,8.4,1.8,0,9.1,0,0.7,1.3,Census Tract 2011.20,Los Angeles (100.0),0,0.3,14367.7,AD-51,SD-24,CD-34,8
06037201200,Los Angeles,36.8,34.7,26.3,4.6,6.9,6.8,1.4,2709,78.8,9.3,0,0,11.3,0,0,0.6,Census Tract 2012,Los Angeles (100.0),0,0.2,13876.2,AD-51,SD-24,CD-34,8
06037201301,Los Angeles,42.7,37.6,26.8,8.6,10.5,12.5,1.1,4377,79.3,3.5,1.8,0,15.4,0,0.1,0,Census Tract 2013.01,Los Angeles (100.0),0,0.3,10193.3,AD-51,SD-24,CD-34,8
06037201302,Los Angeles,37.7,12,15.8,4.1,1.6,11.8,1.8,4247,20.3,18,7.7,0,47.6,0,0.8,5.5,Census Tract 2013.02,Los Angeles (100.0),0,0.4,10138.3,AD-51,SD-24,CD-34,8
06037201401,Los Angeles,29.8,30,32.1,4.9,4.1,14.1,2.6,4568,77.9,8,0.8,2.5,7.7,0,0,3.2,Census Tract 2014.01,Los Angeles (100.0),0,0.5,9515.9,AD-51,SD-24,CD-34,8
06037201402,Los Angeles,34.4,39.5,33.8,2.8,4.3,24.2,1.2,4800,76.1,6.4,0.5,0,15.1,0,0.9,1,Census Tract 2014.02,Los Angeles (100.0),0,0.8,5398.2,AD-51,SD-24,CD-34,8
06037201501,Los Angeles,36,31.3,24.7,6.5,8.8,13.3,1.2,5560,81.4,9.8,1.1,0,7.1,0,0.3,0.2,Census Tract 2015.01,Los Angeles (100.0),0,0.3,14495.4,AD-51,SD-24,CD-34,8
06037201503,Los Angeles,41.1,36.1,39.6,6.2,5.8,18.3,1,3330,87.7,5.1,1.1,0,6.1,0,0,0,Census Tract 2015.03,Los Angeles (100.0),0,0.2,18032.6,AD-51,SD-24,CD-34,8
06037201504,Los Angeles,33,35.8,30.6,0.8,7.9,5.5,0,2151,76.2,7.4,0,0,12.8,0,0,3.5,Census Tract 2015.04,Los Angeles (100.0),0,0.1,15849,AD-51,SD-24,CD-34,8
06037201601,Los Angeles,36.2,30,29.2,3.3,19.9,16.6,2.7,2445,74.6,4.8,7,0,10.8,0,0.8,2,Census Tract 2016.01,Los Angeles (100.0),0,0.2,10462.3,AD-51,SD-24,CD-34,8
06037201602,Los Angeles,39,38.8,25.5,5.8,12.3,10.6,0.5,2971,84.6,2.8,0,0.9,10.9,0,0,0.8,Census Tract 2016.02,Los Angeles (100.0),0,0.4,6527.5,AD-51,SD-24,CD-34,8
06037201700,Los Angeles,34,18.6,30.3,4.2,12.4,12.7,8.2,5194,59.5,11.9,7.6,0,18.4,0.1,0.5,2,Census Tract 2017,Los Angeles (100.0),0,0.6,7725.3,AD-51,SD-24,CD-34,8
06037203100,Los Angeles,36.7,47.6,36.9,13.2,6.7,31.4,1.4,4615,94.4,0.9,1.3,0,2.5,0,0.2,0.7,Census Tract 2031,Los Angeles (100.0),0,0.2,18468.3,AD-51,SD-24,CD-34,8
06037203200,Los Angeles,40.8,45.9,41.9,8.2,6.9,14,0.6,5631,94.3,3.5,1.7,0,0.4,0,0,0.2,Census Tract 2032,Los Angeles (100.0),0,0.2,21403.4,AD-53,SD-24,CD-34,8
