FSTATE,FCOUNTY,FPLACE,FIPS_ST,FIPS_COUNTY,FIPS,ORI9,ORI7,NAME,UA,STATENAME,COUNTYNAME,UANAME,PARTOF,AGCYTYPE,SUBTYPE1,SUBTYPE2,GOVID,LG_NAME,ADDRESS_NAME,ADDRESS_STR1,ADDRESS_STR2,ADDRESS_CITY,ADDRESS_STATE,ADDRESS_ZIP,REPORT_FLAG,CSLLEA08_ID,LEMAS_ID,U_STATENO,U_CNTY,U_POPGRP,U_TPOP,LG_POPULATION,YEAR,HOMICIDES,HOMICIDES_ASIAN,HOMICIDES_BLACK,HOMICIDES_HISPANIC,HOMICIDES_NATIVE,HOMICIDES_PACIFIC,HOMICIDES_UNKNOWN,HOMICIDES_WHITE,POPULATION,MALE_OFFICERS,FEMALE_OFFICERS,OFFICERS,OFFICER_RATE,CENSUS_POPULATION,BELOW_POVERTY,BLACK_POPULATION,NATIVE_POPULATION,ASIAN_POPULATION,HISPANIC_POPULATION,WHITE_POPULATION,LAND_AREA
6,1,562,6,1,6001,CA0010100,CA00101,ALAMEDA POLICE DEPARTMENT,78904,CALIFORNIA,ALAMEDA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52001001,ALAMEDA CITY,ALAMEDA POLICE DEPARTMENT,1555 OAK STREET,NA,ALAMEDA,CA,94501,1,11098570,520010010260100,4,1,3,75467,73812,2013,0,0,0,0,0,0,0,0,75467,74,7,81,11,77223,6289,5379,308,24282,9199,32987,27481758
6,1,674,6,1,6001,CA0010200,CA00102,ALBANY POLICE DEPARTMENT,78904,CALIFORNIA,ALAMEDA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52001002,ALBANY CITY,ALBANY POLICE DEPARTMENT,1000 SAN PABLO AVENUE,NA,ALBANY,CA,94706,1,13621860,-1,4,1,5,18960,18539,2013,0,0,0,0,0,0,0,0,18960,24,1,25,13,19627,1854,475,172,5884,2461,9082,4631506
6,1,6000,6,1,6001,CA0010300,CA00103,BERKELEY POLICE DEPARTMENT,78904,CALIFORNIA,ALAMEDA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52001003,BERKELEY CITY,BERKELEY POLICE DEPARTMENT,2100 MARTIN LUTHER KING JR. WAY,NA,BERKELEY,CA,94704,1,13410240,520010030260100,4,1,2,114961,112580,2013,0,0,0,0,0,0,0,0,114961,136,35,171,15,108778,21756,9239,590,20023,11435,60859,27117763
6,1,22594,6,1,6001,CA0010400,CA00104,EMERYVILLE POLICE DEPARTMENT,78904,CALIFORNIA,ALAMEDA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52001004,EMERYVILLE CITY,EMERYVILLE POLICE DEPARTMENT,2449 POWELL STREET,NA,EMERYVILLE,CA,94608,1,13892480,-1,4,1,5,10309,10080,2013,0,0,0,0,0,0,0,0,10309,33,1,34,33,11723,1600,1614,42,3331,1251,4917,3226419
6,1,26000,6,1,6001,CA0010500,CA00105,FREMONT POLICE DEPARTMENT,78904,CALIFORNIA,ALAMEDA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52001005,FREMONT CITY,FREMONT POLICE DEPARTMENT,2000 STEVENSON BOULEVARD,NA,FREMONT,CA,94538,1,11638020,520010050260100,4,1,2,218927,214089,2013,1,0,0,0,0,0,1,0,218927,155,20,175,8,232275,11134,7112,1041,135910,30479,47892,200617968
6,1,33000,6,1,6001,CA0010600,CA00106,HAYWARD POLICE DEPARTMENT,78904,CALIFORNIA,ALAMEDA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52001006,HAYWARD CITY,HAYWARD POLICE DEPARTMENT,300 WEST WINTON AVENUE,NA,HAYWARD,CA,94544,1,13469640,520010060260100,4,1,2,147424,144186,2013,2,0,0,0,0,0,0,2,147424,158,21,179,12,155700,14524,15852,1139,40288,63731,25951,117386203
6,1,41992,6,1,6001,CA0010700,CA00107,LIVERMORE POLICE DEPARTMENT,50527,CALIFORNIA,ALAMEDA,"Livermore, CA Urbanized Area",0,0,888,888,52001007,LIVERMORE CITY,LIVERMORE POLICE DEPARTMENT,1110 S. LIVERMORE AVENUE,NA,LIVERMORE,CA,94550,1,13836880,520010070260100,4,1,3,82800,80968,2013,0,0,0,0,0,0,0,0,82800,75,7,82,10,88752,4077,1538,214,9891,17945,55569,65197580
6,1,50916,6,1,6001,CA0010800,CA00108,NEWARK POLICE DEPARTMENT,78904,CALIFORNIA,ALAMEDA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52001008,NEWARK CITY,NEWARK POLICE DEPARTMENT,37101 NEWARK BOULEVARD,NA,NEWARK,CA,94560,1,13940290,520010080260100,4,1,4,43539,42573,2013,0,0,0,0,0,0,0,0,43539,44,7,51,12,46219,2249,2236,254,15042,15434,11397,35935552
6,1,53000,6,1,6001,CA0010900,CA00109,OAKLAND POLICE DEPARTMENT,78904,CALIFORNIA,ALAMEDA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52001009,OAKLAND CITY,OAKLAND POLICE DEPARTMENT,455 SEVENTH STREET,NA,OAKLAND,CA,94607,1,13387330,520010090250100,4,1,NA,399487,390724,2013,1,0,1,0,0,0,0,0,399487,559,67,626,16,416457,73416,98348,3802,65444,111847,117471,144484543
6,1,56938,6,1,6001,CA0011000,CA00110,PIEDMONT POLICE DEPARTMENT,78904,CALIFORNIA,ALAMEDA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52001010,PIEDMONT CITY,PIEDMONT POLICE DEPARTMENT,403 HIGHLAND AVENUE,NA,PIEDMONT,CA,94611,1,13494040,520010100260100,4,1,5,10909,10667,2013,0,0,0,0,0,0,0,0,10909,16,3,19,17,11297,304,213,20,1915,403,8098,4344954
6,1,57792,6,1,6001,CA0011100,CA00111,PLEASANTON POLICE DEPARTMENT,19504,CALIFORNIA,ALAMEDA,"Concord, CA Urbanized Area",0,0,888,888,52001011,PLEASANTON CITY,PLEASANTON POLICE DEPARTMENT,4833 BERNAL AVENUE,NA,PLEASANTON,CA,94566,1,13430640,-1,4,1,3,71875,70285,2013,0,0,0,0,0,0,0,0,71875,74,7,81,11,80563,3197,1579,255,26488,7374,41367,62451794
6,1,68084,6,1,6001,CA0011200,CA00112,SAN LEANDRO POLICE DEPARTMENT,78904,CALIFORNIA,ALAMEDA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52001012,SAN LEANDRO CITY,SAN LEANDRO POLICE DEPARTMENT,901 E. 14TH STREET,NA,SAN LEANDRO,CA,94577,1,11489190,520010120260100,4,1,3,86869,84950,2013,0,0,0,0,0,0,0,0,86869,83,7,90,10,89556,8872,9570,898,30974,24308,20896,34557091
6,1,81204,6,1,6001,CA0011300,CA00113,UNION CITY POLICE DEPARTMENT,78904,CALIFORNIA,ALAMEDA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52001501,UNION CITY CITY,UNION CITY POLICE DEPARTMENT,34009 ALVARADO-NILES ROAD,NA,UNION CITY,CA,94587,1,13243020,-1,4,1,3,71089,69516,2013,3,0,1,2,0,0,0,0,71089,64,10,74,10,74422,4756,3679,255,40703,15295,10880,50424805
6,5,36672,6,5,6005,CA0030200,CA00302,IONE POLICE DEPARTMENT,41509,CALIFORNIA,AMADOR,"Ione, CA Urban Cluster",0,0,888,888,52003002,IONE CITY,IONE POLICE DEPARTMENT,#1 EAST MAIN STREET,NA,IONE,CA,95640,1,13380030,520030020260100,4,3,6,7977,7918,2013,0,0,0,0,0,0,0,0,7977,4,1,5,6,4108,249,0,23,6,560,3391,12340635
6,5,36980,6,5,6005,CA0030300,CA00303,JACKSON POLICE DEPARTMENT,42049,CALIFORNIA,AMADOR,"Jackson, CA Urban Cluster",0,0,888,888,52003003,JACKSON CITY,JACKSON POLICE DEPARTMENT,33D BROADWAY,NA,JACKSON,CA,95642,1,13861680,-1,4,3,6,4677,4651,2013,0,0,0,0,0,0,0,0,4677,8,1,9,19,4479,371,7,0,143,433,3702,9660493
6,5,57834,6,5,6005,CA0030400,CA00304,PLYMOUTH PD,-1,CALIFORNIA,AMADOR,_Not a Census place,0,0,888,888,52003004,PLYMOUTH CITY,C/O SHERIFF AMADOR COUNTY,NA,NA,JACKSON,CA,95642,1,-1,-1,4,3,7,1009,1005,2013,0,0,0,0,0,0,0,0,1009,2,0,2,20,894,116,7,3,14,262,559,2410841
6,5,77392,6,5,6005,CA0030500,CA00305,SUTTER CREEK POLICE DEPARTMENT,42049,CALIFORNIA,AMADOR,"Jackson, CA Urban Cluster",0,0,888,888,52003005,SUTTER CREEK CITY,SUTTER CREEK POLICE DEPARTMENT,18 MAIN STREET,NA,SUTTER CREEK,CA,95685,1,13610460,520030050260100,4,3,6,2513,2501,2013,0,0,0,0,0,0,0,0,2513,5,0,5,20,2517,406,7,59,44,171,2212,6624629
6,7,13014,6,7,6007,CA0040200,CA00402,CHICO POLICE DEPARTMENT,16318,CALIFORNIA,BUTTE,"Chico, CA Urbanized Area",0,0,888,888,52004002,CHICO CITY,CHICO POLICE DEPARTMENT,1460 HUMBOLDT ROAD,NA,CHICO,CA,95928,1,13771570,520040020260100,4,4,3,87090,86187,2013,1,0,0,0,0,0,0,1,87090,83,7,90,10,88806,21941,1874,592,3918,15818,63717,85270556
6,7,31260,6,7,6007,CA0040300,CA00403,GRIDLEY POLICE DEPARTMENT,35677,CALIFORNIA,BUTTE,"Gridley, CA Urban Cluster",0,0,888,888,52004003,GRIDLEY CITY,GRIDLEY POLICE DEPARTMENT,685 KENTUCKY,NA,GRIDLEY,CA,95948,1,13947390,-1,4,4,6,6654,6584,2013,0,0,0,0,0,0,0,0,6654,15,1,16,24,6502,1178,63,11,205,2909,3224,5364006
6,7,54386,6,7,6007,CA0040400,CA00404,OROVILLE POLICE DEPARTMENT,65944,CALIFORNIA,BUTTE,"Oroville, CA Urban Cluster",0,0,888,888,52004004,OROVILLE CITY,OROVILLE POLICE DEPARTMENT,2055 LINCOLN STREET,NA,OROVILLE,CA,95966,1,13161510,-1,4,4,5,15707,15546,2013,0,0,0,0,0,0,0,0,15707,20,3,23,15,17447,4852,845,354,1961,2378,10445,33652830
6,7,55520,6,7,6007,CA0040500,CA00405,PARADISE POLICE DEPARTMENT,67375,CALIFORNIA,BUTTE,"Paradise, CA Urban Cluster",0,0,888,888,52004601,PARADISE TOWN,PARADISE POLICE DEPARTMENT,5595 BLACK OLIVE DRIVE,NA,PARADISE,CA,95969,1,13336030,520046010200100,4,4,4,26492,26218,2013,0,0,0,0,0,0,0,0,26492,19,2,21,8,26042,3284,56,305,272,1871,22399,47417798
6,9,2112,6,9,6009,CA0050100,CA00501,ANGELS CAMP POLICE DEPARTMENT,2494,CALIFORNIA,CALAVERAS,"Angels, CA Urban Cluster",0,0,888,888,52005001,ANGELS CITY CITY,ANGELS CAMP POLICE DEPARTMENT,P.O. BOX 459,NA,ANGELS CAMP,CA,95222,1,13083400,-1,4,5,6,3826,3836,2013,0,0,0,0,0,0,0,0,3826,6,0,6,16,3765,512,0,39,18,232,3311,9396953
6,11,14946,6,11,6011,CA0060100,CA00601,COLUSA POLICE DEPARTMENT,19342,CALIFORNIA,COLUSA,"Colusa, CA Urban Cluster",0,0,888,888,52006001,COLUSA CITY,COLUSA POLICE DEPARTMENT,260 - 6TH STREET,NA,COLUSA,CA,95932,1,13163810,-1,4,6,6,6065,5971,2013,0,0,0,0,0,0,0,0,6065,7,1,8,13,5840,994,104,9,70,3432,2153,4750689
6,11,85586,6,11,6011,CA0060200,CA00602,WILLIAMS POLICE DEPARTMENT,95374,CALIFORNIA,COLUSA,"Williams, CA Urban Cluster",0,0,888,888,52006002,WILLIAMS CITY,WILLIAMS POLICE DEPARTMENT,PO BOX 127,700 NORTH STREET,WILLIAMS,CA,95987,1,13599050,520060020260100,4,6,6,5200,5123,2013,0,0,0,0,0,0,0,0,5200,11,0,11,21,5115,779,97,49,144,3975,847,14101134
6,13,2252,6,13,6013,CA0070100,CA00701,ANTIOCH POLICE DEPARTMENT,2683,CALIFORNIA,CONTRA COSTA,"Antioch, CA Urbanized Area",0,0,888,888,52007001,ANTIOCH CITY,ANTIOCH POLICE DEPARTMENT,300 L STREET,NA,ANTIOCH,CA,94509,1,13720670,-1,4,7,2,105009,102372,2013,1,0,1,0,0,0,0,0,105009,78,8,86,8,109962,15778,22418,808,11977,36784,31922,73422421
6,13,8142,6,13,6013,CA0070200,CA00702,BRENTWOOD POLICE DEPARTMENT,2683,CALIFORNIA,CONTRA COSTA,"Antioch, CA Urbanized Area",0,0,888,888,52007002,BRENTWOOD CITY,BRENTWOOD POLICE DEPARTMENT,9100 BRENTWOOD BLVD.,NA,BRENTWOOD,CA,94513,1,13460640,520070020260100,4,7,3,52811,51481,2013,0,0,0,0,0,0,0,0,52811,56,4,60,11,60374,3999,4724,414,6486,13203,32276,38295358
6,13,13882,6,13,6013,CA0070300,CA00703,CLAYTON POLICE DEPARTMENT,19504,CALIFORNIA,CONTRA COSTA,"Concord, CA Urbanized Area",0,0,888,888,52007701,CLAYTON CITY,CLAYTON POLICE DEPARTMENT,6000 HERITAGE TRAIL,NA,CLAYTON,CA,94517,1,13900490,-1,4,7,5,11179,10897,2013,0,0,0,0,0,0,0,0,11179,10,0,10,9,11950,276,228,116,815,1263,8808,9935125
6,13,16000,6,13,6013,CA0070400,CA00704,CONCORD POLICE DEPARTMENT,19504,CALIFORNIA,CONTRA COSTA,"Concord, CA Urbanized Area",0,0,888,888,52007003,CONCORD CITY,CONCORD POLICE DEPARTMENT,1350 GALINDO STREET,NA,CONCORD,CA,94520,1,13071400,520070030260100,4,7,2,125205,122067,2013,1,0,0,0,0,0,0,1,125205,124,20,144,12,127909,13696,4598,562,15067,38335,63432,79113702
6,13,21796,6,13,6013,CA0070500,CA00705,EL CERRITO POLICE DEPARTMENT,78904,CALIFORNIA,CONTRA COSTA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52007004,EL CERRITO CITY,EL CERRITO POLICE DEPARTMENT,10900 SAN PABLO AVENUE,NA,EL CERRITO,CA,94530,1,13503250,-1,4,7,5,24156,23549,2013,0,0,0,0,0,0,0,0,24156,38,3,41,17,25095,2049,1349,235,7002,2718,12047,9551161
6,13,33308,6,13,6013,CA0070600,CA00706,HERCULES POLICE DEPARTMENT,78904,CALIFORNIA,CONTRA COSTA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52007005,HERCULES CITY,HERCULES POLICE DEPARTMENT,111 CIVIC DRIVE,NA,HERCULES,CA,94547,1,11239250,-1,4,7,5,24682,24060,2013,0,0,0,0,0,0,0,0,24682,18,1,19,8,25255,1050,3823,25,11797,3729,4521,16071812
6,13,38086,6,13,6013,CA0071300,CA00713,KENSINGTON POLICE DEPARTMENT,78904,CALIFORNIA,CONTRA COSTA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,54007034,KENSINGTON POLICE PROTECTION AND COMM SERVICES DIS,KENSINGTON POLICE DEPARTMENT,217 ARLINGTON AVENUE,NA,KENSINGTON,CA,94707,1,13880880,-1,4,7,6,5185,999999999,2013,0,0,0,0,0,0,0,0,5185,9,1,10,19,5404,349,92,13,656,415,3854,2453211
6,13,46114,6,13,6013,CA0071400,CA00714,MARTINEZ POLICE DEPARTMENT,19504,CALIFORNIA,CONTRA COSTA,"Concord, CA Urbanized Area",0,0,888,888,52007006,MARTINEZ CITY,MARTINEZ POLICE DEPARTMENT,525 HENRIETTA STREET,NA,MARTINEZ,CA,94553,1,11969710,-1,4,7,4,36729,35824,2013,0,0,0,0,0,0,0,0,36729,33,1,34,9,37534,1992,1195,130,3484,6528,24716,31419534
6,13,49187,6,13,6013,CA0071600,CA00716,MORAGA POLICE DEPARTMENT,19504,CALIFORNIA,CONTRA COSTA,"Concord, CA Urbanized Area",0,0,888,888,52007901,MORAGA TOWN,MORAGA POLICE DEPARTMENT,329 RHEEM BLVD.,NA,MORAGA,CA,94556,1,13916490,-1,4,7,5,16401,16016,2013,0,0,0,0,0,0,0,0,16401,10,2,12,7,15502,532,73,51,2527,836,11181,24431662
6,13,57288,6,13,6013,CA0070700,CA00707,PINOLE POLICE DEPARTMENT,78904,CALIFORNIA,CONTRA COSTA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52007007,PINOLE CITY,PINOLE POLICE DEPARTMENT,880 TENNENT AVENUE,NA,PINOLE,CA,94564,1,13136510,520070070260100,4,7,5,18864,18390,2013,0,0,0,0,0,0,0,0,18864,25,2,27,14,19066,920,1937,106,5130,4134,6416,13787165
6,13,57456,6,13,6013,CA0070800,CA00708,PITTSBURG POLICE DEPARTMENT,2683,CALIFORNIA,CONTRA COSTA,"Antioch, CA Urbanized Area",0,0,888,888,52007008,PITTSBURG CITY,PITTSBURG POLICE DEPARTMENT,65 CIVIC AVENUE,NA,PITTSBURG,CA,94565,1,13672960,520070080260100,4,7,3,64890,63264,2013,0,0,0,0,0,0,0,0,64890,58,9,67,10,69820,8887,11832,561,11297,29290,13163,44595044
6,13,57764,6,13,6013,CA0070900,CA00709,PLEASANT HILL POLICE DEPARTMENT,19504,CALIFORNIA,CONTRA COSTA,"Concord, CA Urbanized Area",0,0,888,888,52007702,PLEASANT HILL CITY,PLEASANT HILL POLICE DEPARTMENT,330 CIVIC DRIVE,NA,PLEASANT HILL,CA,94523,1,13485740,-1,4,7,4,34001,33152,2013,0,0,0,0,0,0,0,0,34001,35,5,40,12,34429,2622,704,41,4668,4657,22366,18315212
6,13,60620,6,13,6013,CA0071000,CA00710,RICHMOND POLICE DEPARTMENT,78904,CALIFORNIA,CONTRA COSTA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52007009,RICHMOND CITY,RICHMOND POLICE DEPARTMENT,401 - 27TH STREET,NA,RICHMOND,CA,94804,1,13237220,520070090260200,4,7,2,106357,103701,2013,0,0,0,0,0,0,0,0,106357,162,20,182,17,108303,16649,21577,411,17833,44445,19256,77875323
6,13,68294,6,13,6013,CA0071100,CA00711,SAN PABLO POLICE DEPARTMENT,78904,CALIFORNIA,CONTRA COSTA,"San Francisco--Oakland, CA Urbanized Area",0,0,888,888,52007010,SAN PABLO CITY,SAN PABLO POLICE DEPARTMENT,13880 SAN PABLO AVENUE,NA,SAN PABLO,CA,94806,1,11067680,520070100260100,4,7,4,29884,29139,2013,0,0,0,0,0,0,0,0,29884,46,4,50,17,30450,5415,3337,143,4854,18990,2458,6821582
6,13,68378,6,13,6013,CA0072400,CA00724,SAN RAMON POLICE DEPARTMENT,19504,CALIFORNIA,CONTRA COSTA,"Concord, CA Urbanized Area",0,0,888,888,52007602,SAN RAMON CITY,SAN RAMON POLICE DEPARTMENT,2222 CAMINO RAMON,NA,SAN RAMON,CA,94583,1,13832480,-1,4,7,3,74013,72148,2013,0,0,0,0,0,0,0,0,74013,53,4,57,8,75232,2713,1932,268,34514,5539,29117,46777689
6,13,83346,6,13,6013,CA0071200,CA00712,WALNUT CREEK POLICE DEPARTMENT,19504,CALIFORNIA,CONTRA COSTA,"Concord, CA Urbanized Area",0,0,888,888,52007011,WALNUT CREEK CITY,WALNUT CREEK POLICE DEPARTMENT,1666 NORTH MAIN STREET,NA,WALNUT CREEK,CA,94596,1,13447140,520070110260100,4,7,3,65816,64173,2013,0,0,0,0,0,0,0,0,65816,62,15,77,12,68112,4219,1141,118,10144,6687,47011,51169325
6,15,17022,6,15,6015,CA0080100,CA00801,CRESCENT CITY POLICE DEPARTMENT,20908,CALIFORNIA,DEL NORTE,"Crescent City, CA Urban Cluster",0,0,888,888,52008001,CRESCENT CITY CITY,CRESCENT CITY POLICE DEPARTMENT,"686 ""G"" STREET",NA,CRESCENT CITY,CA,95531,1,13183610,-1,4,8,6,7723,7643,2013,0,0,0,0,0,0,0,0,7723,10,1,11,14,3762,1175,66,201,143,405,2905,5085102
6,17,57540,6,17,6017,CA0090100,CA00901,PLACERVILLE POLICE DEPARTMENT,69832,CALIFORNIA,EL DORADO,"Placerville--Diamond Springs, CA Urban Cluster",0,0,888,888,52009001,PLACERVILLE CITY,PLACERVILLE POLICE DEPARTMENT,730 MAIN STREET,NA,PLACERVILLE,CA,95667,1,13986590,-1,4,9,5,10479,10389,2013,0,0,0,0,0,0,0,0,10479,16,1,17,16,10200,1509,13,69,43,1968,8025,15052229
6,17,73108,6,17,6017,CA0090200,CA00902,SOUTH LAKE TAHOE POLICE DEPARTMENT,83305,CALIFORNIA,EL DORADO,"South Lake Tahoe, CA--NV Urban Cluster",0,0,888,888,52009701,SOUTH LAKE TAHOE CITY,SOUTH LAKE TAHOE POLICE DEPARTMENT,1352 JOHNSON BOULEVARD,NA,SOUTH LAKE TAHOE,CA,96150,1,13308330,520097010260100,4,9,5,21586,21403,2013,0,0,0,0,0,0,0,0,21586,31,5,36,17,21534,2939,243,67,1275,5905,13690,26317534
6,19,14218,6,19,6019,CA0100100,CA01001,CLOVIS POLICE DEPARTMENT,31843,CALIFORNIA,FRESNO,"Fresno, CA Urbanized Area",0,0,888,888,52010001,CLOVIS CITY,CLOVIS POLICE DEPARTMENT,1233 - 5TH STREET,NA,CLOVIS,CA,93612,1,13727170,520100010260100,4,10,3,97828,95631,2013,0,0,0,0,0,0,0,0,97828,76,14,90,9,105998,12591,3143,1195,11688,30959,56400,60289238
6,19,14274,6,19,6019,CA0100200,CA01002,COALINGA POLICE DEPARTMENT,18289,CALIFORNIA,FRESNO,"Coalinga, CA Urban Cluster",0,0,888,888,52010002,COALINGA CITY,COALINGA POLICE DEPARTMENT,270 N. 6TH STREET,NA,COALINGA,CA,93210,1,13027000,-1,4,10,5,13669,13380,2013,0,0,0,0,0,0,0,0,13669,16,3,19,14,12866,2800,395,393,290,7374,4189,15847383
6,19,24134,6,19,6019,CA0100300,CA01003,FIREBAUGH POLICE DEPARTMENT,29764,CALIFORNIA,FRESNO,"Firebaugh, CA Urban Cluster",0,0,888,888,52010003,FIREBAUGH CITY,FIREBAUGH POLICE DEPARTMENT,1575 - 11TH STREET,NA,FIREBAUGH,CA,93622,1,13613560,-1,4,10,6,7724,7549,2013,0,0,0,0,0,0,0,0,7724,9,2,11,14,8295,2295,0,30,2,7450,843,8966880
6,19,25436,6,19,6019,CA0100400,CA01004,FOWLER POLICE DEPARTMENT,80551,CALIFORNIA,FRESNO,"Selma, CA Urban Cluster",0,0,888,888,52010004,FOWLER CITY,FOWLER POLICE DEPARTMENT,128 S. 5TH STREET,NA,FOWLER,CA,93625,1,13883780,-1,4,10,6,5698,5570,2013,0,0,0,0,0,0,0,0,5698,15,0,15,26,6316,1233,46,31,851,4218,1038,6556379
6,19,27000,6,19,6019,CA0100500,CA01005,FRESNO POLICE DEPARTMENT,31843,CALIFORNIA,FRESNO,"Fresno, CA Urbanized Area",0,0,888,888,52010005,FRESNO CITY,FRESNO POLICE DEPARTMENT,2323 MARIPOSA MALL,NA,FRESNO,CA,93721,1,13715970,520100050260100,4,10,NA,506011,494665,2013,2,1,0,0,0,0,1,0,506011,648,88,736,15,513448,138029,38687,5856,71217,253879,138316,289966538
6,19,36084,6,19,6019,CA0100600,CA01006,HURON POLICE DEPT,40834,CALIFORNIA,FRESNO,"Huron, CA Urban Cluster",0,0,888,888,52010006,HURON CITY,HURON POLICE DEPT,PO BOX 339,NA,HURON,CA,93234,1,-1,520100060260100,4,10,6,6901,6754,2013,1,0,0,1,0,0,0,0,6901,7,1,8,12,7019,3210,19,277,0,6747,253,4120754
6,19,38226,6,19,6019,CA0100700,CA01007,KERMAN POLICE DEPARTMENT,44587,CALIFORNIA,FRESNO,"Kerman, CA Urban Cluster",0,0,888,888,52010007,KERMAN CITY,KERMAN POLICE DEPARTMENT,850 S. MADERA AVENUE,NA,KERMAN,CA,93630,1,13132510,520100070260100,4,10,5,13854,13544,2013,0,0,0,0,0,0,0,0,13854,13,5,18,13,14427,2882,0,69,728,11800,1650,8372198
6,19,38562,6,19,6019,CA0100800,CA01008,KINGSBURG POLICE DEPARTMENT,80551,CALIFORNIA,FRESNO,"Selma, CA Urban Cluster",0,0,888,888,52010008,KINGSBURG CITY,KINGSBURG POLICE DEPARTMENT,1300 CALIFORNIA STREET,NA,KINGSBURG,CA,93631,1,13141310,520100080260100,4,10,5,11644,11382,2013,0,0,0,0,0,0,0,0,11644,11,1,12,10,11724,1896,29,116,335,4853,5914,7325240
6,19,46828,6,19,6019,CA0100900,CA01009,MENDOTA POLICE DEPARTMENT,56170,CALIFORNIA,FRESNO,"Mendota, CA Urban Cluster",0,0,888,888,52010009,MENDOTA CITY,MENDOTA POLICE DEPARTMENT,NA,NA,MENDOTA,CA,93640,1,-1,-1,4,10,5,11270,11014,2013,0,0,0,0,0,0,0,0,11270,9,1,10,9,11314,5337,35,22,0,11011,282,8490979
6,19,54008,6,19,6019,CA0101000,CA01010,ORANGE COVE PD,65755,CALIFORNIA,FRESNO,"Orange Cove, CA Urban Cluster",0,0,888,888,52010010,ORANGE COVE CITY,C/O SHERIFF FRESNO COUNTY,NA,NA,FRESNO,CA,93717,1,-1,-1,4,10,6,9281,9078,2013,0,0,0,0,0,0,0,0,9281,7,0,7,8,9536,4554,41,18,23,9087,370,4951306
6,19,55856,6,19,6019,CA0101100,CA01011,PARLIER POLICE DEPARTMENT,67753,CALIFORNIA,FRESNO,"Parlier, CA Urban Cluster",0,0,888,888,52010011,PARLIER CITY,PARLIER POLICE DEPARTMENT,"8770 S. MENDOCINO AVENUE, SUITE A",NA,PARLIER,CA,93648,1,13117510,520100110260100,4,10,5,14828,14494,2013,0,0,0,0,0,0,0,0,14828,13,1,14,9,15098,5448,51,35,32,14787,251,5681817
6,19,60242,6,19,6019,CA0101200,CA01012,REEDLEY POLICE DEPARTMENT,74044,CALIFORNIA,FRESNO,"Reedley--Dinuba, CA Urban Cluster",0,0,888,888,52010012,REEDLEY CITY,REEDLEY POLICE DEPARTMENT,"843 ""G"" STREET",NA,REEDLEY,CA,93654,1,13960090,520100120260100,4,10,5,24747,24194,2013,0,0,0,0,0,0,0,0,24747,28,2,30,12,25083,5791,343,147,636,19286,4106,13166426
6,19,67056,6,19,6019,CA0101300,CA01013,SANGER POLICE DEPARTMENT,78931,CALIFORNIA,FRESNO,"Sanger, CA Urban Cluster",0,0,888,888,52010013,SANGER CITY,SANGER POLICE DEPARTMENT,1700 - 7TH STREET,NA,SANGER,CA,93657,1,13380630,520100130260100,4,10,5,24827,24270,2013,0,0,0,0,0,0,0,0,24827,30,2,32,13,24886,7633,12,198,683,20700,3076,14306729
6,19,70882,6,19,6019,CA0101500,CA01015,SELMA POLICE DEPARTMENT,80551,CALIFORNIA,FRESNO,"Selma, CA Urban Cluster",0,0,888,888,52010015,SELMA CITY,SELMA POLICE DEPARTMENT,1935 E. FRONT STREET,NA,SELMA,CA,93662,1,13199610,520100150260100,4,10,5,23753,23219,2013,0,0,0,0,0,0,0,0,23753,27,4,31,13,24451,6207,67,148,950,20687,2431,13302868
6,21,54274,6,21,6021,CA0110100,CA01101,ORLAND POLICE DEPARTMENT,65836,CALIFORNIA,GLENN,"Orland, CA Urban Cluster",0,0,888,888,52011001,ORLAND CITY,ORLAND POLICE DEPARTMENT,817 - 4TH STREET,NA,ORLAND,CA,95963,1,13539050,520110010260100,4,11,6,7361,7291,2013,0,0,0,0,0,0,0,0,7361,9,0,9,12,7472,1859,0,115,150,4056,3189,7695557
6,21,85684,6,21,6021,CA0110200,CA01102,WILLOWS POLICE DEPARTMENT,95725,CALIFORNIA,GLENN,"Willows, CA Urban Cluster",0,0,888,888,52011002,WILLOWS CITY,WILLOWS POLICE DEPARTMENT,201 N. LASSEN STREET,NA,WILLOWS,CA,95988,1,13997190,-1,4,11,6,6223,6166,2013,0,0,0,0,0,0,0,0,6223,5,2,7,11,5812,1246,118,54,595,1679,3133,7372506
