"","ori","agency_name","agency_type_name","state_name","state_abbr","division_name","region_name","region_desc","county_name","nibrs","latitude","longitude","nibrs_start_date"
"7808","MN0700600","Savage Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","SCOTT","FALSE","44.651932","-93.534553","NULL"
"7809","MN0700900","Prior Lake Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","SCOTT","FALSE","44.715355","-93.42657","NULL"
"7810","MN0701000","Elko New Market Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","SCOTT","FALSE","44.651932","-93.534553","NULL"
"7811","MN0710000","Sherburne County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","SHERBURNE","FALSE","45.306267","-93.62072","NULL"
"7812","MN0710100","Big Lake Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","SHERBURNE","FALSE","45.334156","-93.74585","NULL"
"7813","MN0710200","Elk River Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","SHERBURNE","FALSE","45.453176","-93.76913","NULL"
"7814","MN0710400","Becker Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","SHERBURNE","FALSE","45.453176","-93.76913","NULL"
"7815","MN0720000","Sibley County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","SIBLEY","FALSE","44.575734","-94.230123","NULL"
"7816","MN0720100","Arlington Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","SIBLEY","FALSE","44.575734","-94.230123","NULL"
"7817","MN0720200","Gaylord Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","SIBLEY","FALSE","44.575734","-94.230123","NULL"
"7818","MN0730000","Stearns County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","STEARNS","FALSE","45.560402","-94.16285","NULL"
"7819","MN0730100","Cold Spring/Richmond Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEARNS","FALSE","45.456127","-94.42898","NULL"
"7820","MN0730200","Melrose Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEARNS","FALSE","45.555235","-94.610482","NULL"
"7821","MN0730300","Paynesville Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEARNS","FALSE","45.381565","-94.71371","NULL"
"7822","MN0730400","St. Cloud Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","BENTON; SHERBURNE; STEARNS","FALSE","45.555235","-94.610482","NULL"
"7823","MN0730500","Sauk Centre Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEARNS","FALSE","45.7368","-94.95355","NULL"
"7824","MN0730600","Waite Park Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEARNS","FALSE","45.555235","-94.610482","NULL"
"7825","MN0730800","Belgrade/Brooten Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEARNS","FALSE","45.555235","-94.610482","NULL"
"7826","MN0731000","Kimball Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEARNS","FALSE","45.555235","-94.610482","NULL"
"7827","MN0731100","St. Joseph Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEARNS","FALSE","45.555235","-94.610482","NULL"
"7828","MN0731200","Sartell Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","BENTON; STEARNS","FALSE","45.555235","-94.610482","NULL"
"7829","MN0731400","Albany Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEARNS","FALSE","45.555235","-94.610482","NULL"
"7830","MN0731600","Avon Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEARNS","FALSE","45.555235","-94.610482","NULL"
"7831","MN0740000","Steele County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","STEELE","FALSE","44.015261","-93.220453","NULL"
"7832","MN0740100","Owatonna Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEELE","FALSE","44.086746","-93.22321","NULL"
"7833","MN0740200","Blooming Prairie Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEELE","FALSE","44.015261","-93.220453","NULL"
"7834","MN0750000","Stevens County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","STEVENS","FALSE","45.593461","-95.992315","NULL"
"7835","MN0750100","Morris Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEVENS","FALSE","45.593461","-95.992315","NULL"
"7836","MN0750500","Hancock  Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","STEVENS","FALSE","45.593461","-95.992315","NULL"
"7837","MN0750600","University of Minnesota: Morris","University or College","Minnesota","MN","West North Central","Midwest","Region II","STEVENS","FALSE","45.589405","-95.9045","NULL"
"7838","MN0760000","Swift County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","SWIFT","FALSE","45.316544","-95.60073","NULL"
"7839","MN0760100","Appleton Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","SWIFT","FALSE","45.199986","-96.021416","NULL"
"7840","MN0760200","Benson Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","SWIFT","FALSE","45.314045","-95.60234","NULL"
"7841","MN0770000","Todd County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","TODD","FALSE","45.972816","-94.86059","02/01/2019"
"7842","MN0770100","Long Prairie Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","TODD","FALSE","46.066569","-94.900576","NULL"
"7843","MN0770200","Staples Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WADENA; TODD","FALSE","46.066569","-94.900576","NULL"
"7844","MN0780000","Traverse County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","TRAVERSE","FALSE","45.806145","-96.49276","03/01/2019"
"7845","MN0780200","Wheaton Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","TRAVERSE","FALSE","45.806145","-96.49274","03/01/2019"
"7846","MN0790000","Wabasha County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","WABASHA","FALSE","44.289693","-92.23334","11/01/2018"
"7847","MN0790100","Lake City Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","GOODHUE; WABASHA","FALSE","44.289693","-92.23334","11/01/2018"
"7848","MN0790200","Plainview Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WABASHA","FALSE","44.164936","-92.16909","11/01/2018"
"7849","MN0790300","Wabasha Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WABASHA","FALSE","44.37677","-92.0241","11/01/2018"
"7850","MN0800000","Wadena County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","WADENA","FALSE","46.437492","-95.1396","07/01/2018"
"7851","MN0800100","Wadena Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","OTTER TAIL; WADENA","FALSE","46.43868","-95.13664","07/01/2018"
"7852","MN0800200","Sebeka","City","Minnesota","MN","West North Central","Midwest","Region II","WADENA","FALSE","NULL","NULL","07/01/2018"
"7853","MN0800400","Menahga Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WADENA","FALSE","46.586784","-94.988331","07/01/2018"
"7854","MN0810000","Waseca County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","WASECA","FALSE","44.01846","-93.589844","04/01/2018"
"7855","MN0810100","Janesville Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WASECA","FALSE","44.01846","-93.589844","04/01/2018"
"7856","MN0810200","New Richland Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WASECA","FALSE","44.01846","-93.589844","04/01/2018"
"7857","MN0810300","Waseca Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WASECA","FALSE","44.07499","-93.50772","04/01/2018"
"7858","MN0820000","Washington County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","WASHINGTON","FALSE","45.037929","-92.890117","NULL"
"7859","MN0820100","Bayport Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WASHINGTON","FALSE","45.014347","-92.778305","NULL"
"7860","MN0820200","Forest Lake Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WASHINGTON","FALSE","45.276623","-92.98469","NULL"
"7861","MN0820500","St. Paul Park Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WASHINGTON","FALSE","44.847816","-92.98998","NULL"
"7862","MN0820600","Stillwater Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WASHINGTON","FALSE","45.037929","-92.890117","NULL"
"7863","MN0820700","Cottage Grove Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WASHINGTON","FALSE","44.833565","-92.95351","NULL"
"7864","MN0820800","Oakdale Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WASHINGTON","FALSE","44.97113","-92.964584","NULL"
"7865","MN0821100","Woodbury Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WASHINGTON","FALSE","45.037929","-92.890117","NULL"
"7866","MN0821400","Oak Park Heights Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WASHINGTON","FALSE","45.037929","-92.890117","NULL"
"7867","MN0830000","Watonwan County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","WATONWAN","FALSE","43.978366","-94.614128","04/01/2019"
"7868","MN0830100","Madelia Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WATONWAN","FALSE","43.978366","-94.614128","04/01/2019"
"7869","MN0830200","St. James Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WATONWAN","FALSE","43.978366","-94.614128","04/01/2019"
"7870","MN0840000","Wilkin County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","WILKIN","FALSE","46.362335","-96.476657","NULL"
"7871","MN0840100","Breckenridge Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WILKIN","FALSE","46.362335","-96.476657","NULL"
"7872","MN0850000","Winona County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","WINONA","FALSE","44.05349","-91.640564","NULL"
"7873","MN0850100","St. Charles Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WINONA","FALSE","43.969685","-92.06492","NULL"
"7874","MN0850200","Winona Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WINONA","FALSE","44.05349","-91.640564","NULL"
"7875","MN0850300","Goodview Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WINONA","FALSE","44.063904","-91.69618","NULL"
"7876","MN0850400","Lewiston Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WINONA","FALSE","43.982268","-91.776708","NULL"
"7877","MN0860000","Wright County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","WRIGHT","FALSE","45.175091","-93.966396","NULL"
"7878","MN0860100","Buffalo Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WRIGHT","FALSE","45.17459","-93.8748","NULL"
"7879","MN0860400","Howard Lake Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WRIGHT","FALSE","45.175091","-93.966396","NULL"
"7880","MN0860600","Annandale Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","WRIGHT","FALSE","45.175091","-93.966396","NULL"
"7881","MN0870000","Yellow Medicine County Sheriff's Office","County","Minnesota","MN","West North Central","Midwest","Region II","YELLOW MEDICINE","FALSE","44.809624","-95.5441","NULL"
"7882","MN0870100","Canby Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","YELLOW MEDICINE","FALSE","44.707973","-96.275215","NULL"
"7883","MN0870200","Granite Falls Police Department","City","Minnesota","MN","West North Central","Midwest","Region II","CHIPPEWA; YELLOW MEDICINE","FALSE","44.809624","-95.5441","NULL"
"7884","MNBCA0000","Bureau of Criminal Apprehension","Other State Agency","Minnesota","MN","West North Central","Midwest","Region II","N/A","FALSE","45.01525","-93.100141","NULL"
"7885","MNCON0000","Department of Natural Resources Enforcement Division","Other State Agency","Minnesota","MN","West North Central","Midwest","Region II","N/A","FALSE","NULL","NULL","NULL"
"7886","MNDI00500","Leech Lake Band of Ojibwe","Tribal","Minnesota","MN","West North Central","Midwest","Region II","N/A","FALSE","46.951786","-94.33367","NULL"
"7887","MNDI02300","Upper Sioux Community","Tribal","Minnesota","MN","West North Central","Midwest","Region II","N/A","FALSE","NULL","NULL","NULL"
"7888","MNDI02400","Mille Lacs Tribal","Tribal","Minnesota","MN","West North Central","Midwest","Region II","N/A","FALSE","45.929043","-93.632996","NULL"
