State,City,Population,"Violent
crime","Property
crime"
CA,Tulare,61424,430,2613
CA,Tulelake,987,1,8
CA,Turlock,70075,310,2630
CA,Tustin,78836,100,1473
CA,Twentynine Palms,25914,74,353
CA,Ukiah,15874,116,564
CA,Union City,72480,218,1634
CA,Upland,75640,163,2234
CA,Vacaville,94347,201,2096
CA,Vallejo,118336,1019,5734
CA,Ventura,108204,262,4027
CA,Vernon,115,22,321
CA,Victorville,121699,651,4165
CA,Villa Park,5959,6,86
CA,Visalia,127824,500,4853
CA,Vista,96712,445,2045
CA,Walnut,30279,37,463
CA,Walnut Creek,66149,78,2161
CA,Waterford,8590,29,224
CA,Watsonville,52076,237,1308
CA,Weed,2927,26,110
CA,West Covina,107867,231,3370
CA,West Hollywood,34902,216,1435
CA,Westlake Village,8440,11,148
CA,Westminster,91885,283,2476
CA,Westmorland,2279,2,6
CA,West Sacramento,49751,205,1483
CA,Wheatland,3522,0,49
CA,Whittier,86450,223,2383
CA,Wildomar,33453,40,536
CA,Williams,5176,5,67
CA,Willits,4832,30,61
CA,Willows,6122,17,179
CA,Windsor,27249,105,269
CA,Winters,6992,8,115
CA,Woodlake,7417,10,134
CA,Woodland,56523,272,1942
CA,Yorba Linda,67492,30,700
CA,Yountville,2969,1,57
CA,Yreka,7639,49,278
CA,Yuba City,65133,174,1980
CA,Yucaipa,52524,107,926
CA,Yucca Valley,21214,86,429
CO,Arvada,110792,163,2666
CO,Aspen,6685,14,314
CO,Ault,1565,0,2
CO,Aurora,343484,1436,10786
CO,Avon,6336,9,140
CO,Basalt,3818,2,63
CO,Berthoud,5316,3,45
CO,Black Hawk,119,6,205
CO,Blue River,854,1,4
CO,Boulder,102828,218,2948
CO,Bow Mar,900,0,10
CO,Breckenridge,4568,22,349
CO,Broomfield,59424,33,1204
CO,Brush,5529,6,36
CO,Buena Vista,2678,0,5
CO,Burlington,3939,11,98
CO,Campo,109,0,0
CO,Canon City,16474,80,595
CO,Carbondale,6522,11,87
CO,Castle Rock,52309,45,556
CO,Cedaredge,2192,0,29
CO,Centennial,104771,141,1194
CO,Center,2281,10,49
CO,Central City,675,4,45
CO,Cherry Hills Village,6297,1,55
CO,Colorado Springs,436108,1893,18175
CO,Columbine Valley,1315,0,7
CO,Commerce City,49200,156,1546
CO,Cortez,8470,18,348
CO,Craig,8909,18,238
CO,Crested Butte,1510,0,21
CO,Cripple Creek,1179,9,75
CO,Dacono,4373,1,1
CO,Del Norte,1675,1,33
CO,Delta,8799,25,380
CO,Denver,648981,4087,23711
CO,Dillon,906,2,18
CO,Durango,17303,47,464
CO,Eagle,6466,8,77
CO,Eaton,4575,6,3
CO,Edgewater,5241,2,77
CO,Elizabeth,1366,1,19
CO,Empire,279,2,4
CO,Erie,19627,11,103
CO,Estes Park,6064,5,44
CO,Evans,19893,69,341
CO,Fairplay,667,3,11
CO,Federal Heights,11894,55,628
CO,Firestone,11128,2,91
CO,Florence,3888,3,27
CO,Fort Collins,150066,357,3808
CO,Fort Lupton,7649,3,24
CO,Fort Morgan,11487,33,383
CO,Fountain,27163,78,619
CO,Frederick,9639,6,84
CO,Frisco,2740,8,42
CO,Fruita,12723,20,201
CO,Garden City,243,19,36
CO,Georgetown,1019,2,7
CO,Glendale,4502,47,451
CO,Glenwood Springs,9715,26,427
CO,Golden,19334,33,402
CO,Granby,1733,5,54
CO,Grand Junction,60167,262,2552
CO,Greeley,96111,491,3219
CO,Greenwood Village,14614,19,466
CO,Gunnison,5884,17,189
CO,Hayden,1780,0,22
CO,Hotchkiss,917,2,21
CO,Hudson,2390,6,30
CO,Idaho Springs,1683,16,57
CO,Ignacio,709,0,0
CO,Johnstown,11437,4,84
CO,Keenesburg,1171,10,27
CO,Kersey,1500,6,25
CO,Kiowa,717,1,0
CO,Lafayette,26145,50,449
CO,La Junta,7023,16,377
CO,Lakeside,8,5,548
CO,Lakewood,146298,624,6892
CO,Lamar,7801,15,268
CO,La Salle,2017,6,18
CO,La Veta,773,5,11
CO,Leadville,2596,13,28
CO,Limon,1864,7,15
CO,Littleton,44375,44,1278
CO,Lone Tree,12056,5,637
CO,Longmont,89434,226,2009
CO,Louisville,19291,18,309
CO,Loveland,71325,150,1665
CO,Mancos,1343,1,1
CO,Manitou Springs,5220,14,133
CO,Mead,3886,7,63
CO,Meeker,2528,1,22
CO,Milliken,5839,5,45
CO,Minturn,1025,1,5
CO,Monte Vista,4423,16,183
CO,Montrose,18918,48,589
CO,Monument,5800,5,173
CO,Morrison,434,2,4
CO,Mount Crested Butte,799,1,10
CO,New Castle,4571,3,49
CO,Northglenn,37232,95,1103
CO,Oak Creek,870,0,15
CO,Pagosa Springs,1710,10,75
CO,Paonia,1417,0,16
CO,Parachute,1100,6,22
CO,Parker,47748,53,522
CO,Pueblo,108062,1011,7596
CO,Rangely,2479,4,13
CO,Rifle,9306,36,304
CO,Rocky Ford,3906,2,15
CO,Salida,5346,11,218
CO,Sheridan,5880,13,438
CO,Silt,2991,5,62
CO,Silverthorne,3921,6,98
CO,Snowmass Village,2851,0,38
CO,South Fork,375,0,0
CO,Springfield,1438,3,16
CO,Steamboat Springs,12008,37,227
CO,Sterling,14690,27,480
CO,Stratton,673,1,16
CO,Telluride,2313,6,107
CO,Thornton,125775,331,3296
CO,Timnath,1436,0,23
CO,Trinidad,8689,8,126
CO,Vail,5241,18,275
CO,Walsenburg,2960,18,92
CO,Walsh,538,2,0
CO,Westminster,110093,214,2987
CO,Wheat Ridge,30882,103,1128
CO,Windsor,20094,6,172
CO,Woodland Park,7185,10,195
CO,Wray,2373,1,4
CO,Yuma,3563,2,16
CT,Ansonia,19128,33,393
CT,Avon,18325,12,143
CT,Berlin,20657,14,277
CT,Bethel,19338,3,180
CT,Bloomfield,20637,46,464
CT,Branford,28021,16,634
CT,Bridgeport,147076,1397,4464
CT,Bristol,60642,82,1400
CT,Brookfield,16884,9,162
CT,Canton,10369,2,72
CT,Cheshire,29310,2,204
CT,Clinton,13179,21,266
CT,Coventry,12419,9,146
CT,Cromwell,14290,9,277
CT,Danbury,83363,108,1257
CT,Darien,21229,2,80
CT,Derby,12806,22,316
CT,East Hampton,12934,5,139
CT,East Hartford,51275,182,1445
CT,East Haven,29166,29,754
CT,Easton,7636,1,30
CT,East Windsor,11455,16,317
CT,Enfield,44661,50,857
CT,Fairfield,60772,28,1148
CT,Farmington,25587,20,658
CT,Glastonbury,34782,17,274
CT,Granby,11326,5,98
CT,Greenwich,62576,12,459
CT,Groton,9359,7,134
CT,Groton Long Point,519,0,3
CT,Groton Town,29946,47,585
CT,Guilford,22409,5,253
CT,Hamden,60829,319,1358
CT,Hartford,124927,1473,5036
CT,Madison,18294,2,112
CT,Manchester,58304,101,1505
CT,Meriden,60558,175,1503
CT,Middlebury,7570,1,68
CT,Middletown,47221,60,827
CT,Milford,53041,42,1555
CT,Monroe,19889,1,157
CT,Naugatuck,31744,33,767
CT,New Britain,73134,264,2261
CT,New Canaan,20224,4,123
CT,New Haven,131071,1643,6068
CT,Newington,30612,23,725
CT,New London,27738,299,791
CT,New Milford,27743,27,308
CT,Newtown,28188,2,123
CT,North Branford,14369,5,170
CT,North Haven,24013,22,470
CT,Norwalk,87590,239,1728
CT,Norwich,40485,130,1002
CT,Old Saybrook,10239,7,112
CT,Orange,13926,10,329
CT,Plainfield,15224,15,109
CT,Plainville,17850,45,488
CT,Plymouth,12043,9,206
CT,Portland,9463,10,43
CT,Putnam,9461,26,177
CT,Redding,9341,2,45
CT,Ridgefield,25168,0,76
CT,Rocky Hill,19731,9,298
CT,Seymour,16568,16,232
CT,Shelton,40475,18,447
CT,Simsbury,23651,6,158
CT,Southington,43542,34,795
CT,South Windsor,25871,13,387
CT,Stamford,125876,334,1938
CT,Stonington,18561,10,400
CT,Stratford,52285,74,1429
CT,Suffield,15908,6,98
CT,Thomaston,7758,6,108
CT,Torrington,35634,59,856
CT,Trumbull,36665,9,548
CT,Vernon,29104,47,266
CT,Wallingford,45185,17,635
CT,Waterbury,109763,410,4636
CT,Waterford,19541,41,500
CT,Watertown,22183,32,401
CT,West Hartford,63276,45,1379
CT,West Haven,55349,290,1516
CT,Weston,10402,1,37
CT,Westport,27279,2,256
CT,Wethersfield,26722,17,385
CT,Willimantic,17839,33,361
CT,Wilton,18803,0,113
CT,Winchester,11019,14,192
CT,Windsor,29154,25,419
CT,Windsor Locks,12560,18,228
CT,Wolcott,16735,4,297
CT,Woodbridge,8954,5,96
DE,Bethany Beach,1111,2,89
DE,Blades,1293,7,40
DE,Bridgeville,2138,9,49
DE,Camden,3516,7,279
DE,Cheswold,1432,6,16
DE,Clayton,3035,8,53
DE,Dagsboro,838,4,37
DE,Delaware City,1719,4,57
DE,Delmar,1655,5,53
DE,Dewey Beach,352,17,87
DE,Dover,37402,266,2093
DE,Elsmere,6165,25,156
DE,Felton,1351,5,29
DE,Fenwick Island,395,0,14
DE,Georgetown,6689,48,379
DE,Greenwood,1017,8,29
DE,Harrington,3697,25,163
DE,Laurel,3873,54,195
DE,Lewes,2869,6,75
DE,Middletown,19658,48,335
DE,Milford,9872,83,591
DE,Millsboro,4018,14,180
DE,Milton,2687,17,82
DE,Newark,32674,117,827
DE,New Castle,5388,19,293
DE,Newport,1064,10,64
DE,Ocean View,1972,2,62
DE,Rehoboth Beach,1387,11,149
DE,Seaford,7241,75,540
DE,Selbyville,2281,11,70
DE,Smyrna,10900,69,328
DE,Wilmington,71460,1161,3718
DE,Wyoming,1400,5,22
DC,Washington,646449,7880,29569
FL,Alachua,9338,36,166
FL,Altamonte Springs,42040,150,1564
FL,Altha,536,1,3
FL,Apalachicola,2269,1,35
FL,Apopka,45397,178,1527
FL,Arcadia,7615,82,172
FL,Astatula,1838,4,26
FL,Atlantic Beach,12933,61,353
FL,Atlantis,2064,9,7
FL,Auburndale,14048,55,609
FL,Aventura,37357,56,2029
FL,Bal Harbour Village,2623,0,35
FL,Bartow,17781,93,1006
FL,Bay Harbor Islands,5881,6,49
FL,Belleair,3904,2,87
FL,Belleair Beach,1573,4,21
FL,Belleair Bluffs,2046,5,42
FL,Belle Glade,17925,348,825
FL,Belle Isle,6371,18,199
FL,Belleview,4532,19,206
FL,Biscayne Park,3192,2,25
FL,Blountstown,2527,5,46
FL,Boca Raton,88749,165,2302
FL,Bonifay,2766,10,51
FL,Bowling Green,2902,7,56
FL,Boynton Beach,70692,367,3006
FL,Bradenton,51023,351,2004
FL,Bradenton Beach,1196,1,37
FL,Brooksville,7705,71,316
FL,Bunnell,2740,62,118
FL,Cape Coral,163461,197,3375
FL,Carrabelle,2872,6,17
FL,Casselberry,26518,151,1138
FL,Cedar Key,696,0,21
FL,Chattahoochee,3055,23,59
FL,Chiefland,2219,4,272
FL,Chipley,3572,15,154
FL,Clearwater,108908,618,4316
FL,Clermont,29620,84,879
FL,Clewiston,6999,51,300
FL,Cocoa,17238,321,1167
FL,Cocoa Beach,11268,83,706
FL,Coconut Creek,55659,80,1478
FL,Cooper City,33706,50,558
FL,Coral Gables,50250,84,2214
FL,Coral Springs,126608,237,2565
FL,Crescent City,1554,19,65
FL,Crestview,22818,180,802
FL,Cross City,1697,7,60
FL,Cutler Bay,42831,135,1694
FL,Dade City,6529,37,278
FL,Dania,30871,189,1389
FL,Davenport,3006,5,73
FL,Davie,96581,306,3393
FL,Daytona Beach,62381,799,4024
FL,Daytona Beach Shores,4260,16,149
FL,Deerfield Beach,78203,305,2386
FL,De Funiak Springs,5584,37,353
FL,Deland,27575,149,1351
FL,Delray Beach,62887,487,3107
FL,Doral,48896,79,2307
FL,Dunedin,35493,92,771
FL,Dunnellon7,1750,9,NA
FL,Eatonville,2252,30,88
FL,Edgewater,20820,21,576
FL,Edgewood,2664,1,53
FL,El Portal,2411,15,97
FL,Eustis,19001,52,633
FL,Fellsmere,5314,8,89
FL,Fernandina Beach,11770,36,295
FL,Flagler Beach,4611,16,88
FL,Florida City,12132,345,1356
FL,Fort Lauderdale,172398,1456,9650
FL,Fort Myers,66835,752,2279
FL,Fort Pierce,42866,588,2298
FL,Fort Walton Beach,20568,56,661
FL,Fruitland Park,4208,13,186
FL,Gainesville,126589,806,4986
FL,Golden Beach,956,1,13
FL,Graceville,2215,4,26
FL,Greenacres City,38735,184,1368
FL,Green Cove Springs,6994,49,221
FL,Gretna,1420,9,13
FL,Gulf Breeze,6044,3,98
FL,Gulfport,12081,48,506
FL,Gulf Stream,812,0,15
FL,Haines City,21154,64,669
FL,Hallandale,38710,279,1864
FL,Havana,1705,3,29
FL,Hialeah,234182,774,6550
FL,Hialeah Gardens,22728,42,800
FL,Highland Beach,3642,1,32
FL,High Springs,5545,21,163
FL,Hillsboro Beach,1957,0,21
FL,Holly Hill,11619,80,626
FL,Hollywood,146643,720,6550
FL,Holmes Beach,4000,5,111
FL,Homestead,64024,917,3274
FL,Howey-in-the-Hills,1127,3,3
FL,Hypoluxo,2664,9,45
FL,Indialantic,2735,3,61
FL,Indian Creek Village,90,0,0
FL,Indian Harbour Beach,8256,1,164
FL,Indian River Shores,3989,0,17
FL,Indian Rocks Beach,4150,10,95
FL,Indian Shores,1432,4,54
FL,Interlachen,1373,4,64
FL,Jacksonville,845745,5246,33007
FL,Jacksonville Beach,21783,113,890
FL,Jasper,4450,11,60
FL,Jennings,876,3,8
FL,Juno Beach,3268,2,77
FL,Jupiter,57826,127,1094
FL,Jupiter Inlet Colony,417,0,3
FL,Jupiter Island,843,0,13
FL,Kenneth City,5001,29,146
FL,Key Biscayne,12891,4,260
FL,Key Colony Beach,819,0,11
FL,Key West,25185,179,1475
FL,Kissimmee,64617,542,2963
FL,Lady Lake,14148,23,202
FL,Lake Alfred,5148,17,165
FL,Lake City,12115,188,1043
FL,Lake Clarke Shores,3472,5,69
FL,Lake Hamilton,1276,2,79
FL,Lake Helen,2619,5,69
FL,Lakeland,100725,460,5410
FL,Lake Mary,14836,17,290
FL,Lake Park,8363,67,831
FL,Lake Placid,2125,9,121
FL,Lake Wales,14854,48,603
FL,Lake Worth,36055,459,2062
FL,Lantana,10689,75,519
FL,Largo,77913,352,2924
FL,Lauderdale-by-the-Sea,6322,11,126
FL,Lauderdale Lakes,34124,336,1710
FL,Lauderhill,69798,459,2724
FL,Lawtey,722,0,5
FL,Leesburg,20910,172,952
FL,Lighthouse Point,10831,8,262
FL,Live Oak,6941,70,337
FL,Longboat Key,7026,5,75
FL,Longwood,13781,69,380
FL,Lynn Haven,19112,63,535
FL,Madeira Beach,4290,30,204
FL,Madison,2746,51,223
FL,Maitland,16527,23,463
FL,Manalapan,434,2,23
FL,Mangonia Park,1940,79,219
FL,Marco Island,16942,4,177
FL,Margate,55576,123,1160
FL,Marianna,9706,77,269
FL,Mascotte,5211,16,148
FL,Medley,862,6,225
FL,Melbourne,77277,657,3377
FL,Melbourne Beach,3116,4,39
FL,Melbourne Village,666,0,18
FL,Mexico Beach,1098,8,41
FL,Miami,418394,4945,20928
FL,Miami Beach,91433,919,9751
FL,Miami Gardens,111870,921,4660
FL,Miami Lakes,30713,30,641
FL,Miami Shores,10694,42,491
FL,Miami Springs,14361,31,518
FL,Milton,9234,25,317
FL,Minneola,9823,24,205
FL,Miramar,130926,476,3164
FL,Monticello,2431,19,23
FL,Mount Dora,12795,55,411
FL,Naples,20292,39,551
FL,Neptune Beach,7137,14,216
FL,New Port Richey,14944,115,714
FL,New Smyrna Beach,23007,104,1011
FL,Niceville,13880,19,174
FL,North Bay Village,7431,8,132
FL,North Lauderdale,42839,209,1169
FL,North Miami,61120,540,2738
FL,North Miami Beach,43417,322,1677
FL,North Palm Beach,12352,14,191
FL,North Port,58699,108,964
FL,North Redington Beach,1429,1,18
FL,Oakland,2697,19,94
FL,Oakland Park,43287,296,2130
FL,Ocala,57144,332,2889
FL,Ocean Ridge,1840,8,43
FL,Ocoee,39201,162,1220
FL,Okeechobee,5571,21,411
FL,Oldsmar,13732,30,426
FL,Opa Locka,15848,495,1305
FL,Orange City,10804,15,443
FL,Orange Park,8478,46,256
FL,Orlando,253238,2316,16489
FL,Ormond Beach,38442,132,1386
FL,Oviedo,35889,57,479
FL,Pahokee,6025,29,78
FL,Palatka,10446,87,684
FL,Palm Bay,104391,451,1958
FL,Palm Beach,8589,6,157
FL,Palm Beach Gardens,50333,70,1516
FL,Palm Beach Shores,1177,1,53
FL,Palmetto,12911,125,537
FL,Palmetto Bay,24418,38,744
FL,Palm Springs,20489,143,1174
FL,Panama City,36358,322,2299
FL,Panama City Beach,11890,99,1238
FL,Parker,4416,20,149
FL,Parkland,26264,22,242
FL,Pembroke Park,6282,51,427
FL,Pembroke Pines,162064,275,4023
FL,Pensacola,52454,389,2613
FL,Perry,7000,128,184
FL,Pinellas Park,49884,252,2684
FL,Plantation,88929,311,3116
FL,Plant City,36278,185,1574
FL,Pompano Beach,103971,819,5129
FL,Ponce Inlet,3049,1,43
FL,Port Orange,56850,51,1560
FL,Port Richey,2670,26,388
FL,Port St. Joe,3394,23,52
FL,Port St. Lucie,169877,303,2461
FL,Punta Gorda,16942,21,296
FL,Quincy,7758,46,317
FL,Redington Beaches,1435,3,17
FL,Riviera Beach,33326,340,974
FL,Rockledge,25558,63,490
FL,Royal Palm Beach,35478,116,987
FL,Safety Harbor,17001,29,233
FL,Sanford,54972,447,3432
FL,Sanibel,6827,5,205
FL,Sarasota,53046,413,2742
FL,Satellite Beach,10290,34,158
FL,Sea Ranch Lakes,702,1,14
FL,Sebastian,22502,55,460
FL,Sebring,10318,57,513
FL,Seminole,17283,43,497
FL,Sewall's Point,2055,0,20
FL,Shalimar,773,0,9
FL,South Bay,4938,73,157
FL,South Daytona,12231,39,528
FL,South Miami,12142,93,902
FL,South Palm Beach,1203,0,11
FL,South Pasadena,4990,4,117
FL,Southwest Ranches,7682,9,154
FL,Springfield,9089,43,294
FL,Starke,5394,43,192
FL,St. Augustine,13536,99,826
FL,St. Augustine Beach,6490,7,165
FL,St. Cloud,40213,139,960
FL,St. Pete Beach,9407,45,376
FL,St. Petersburg,247084,2379,13181
FL,Stuart,15920,54,653
FL,Sunny Isles Beach,21735,34,511
FL,Sunrise,90274,265,3289
FL,Surfside,5980,7,116
FL,Sweetwater,20753,68,930
FL,Tallahassee,188714,1398,8116
FL,Tamarac,63203,200,1247
FL,Tampa,351314,2097,8823
FL,Tarpon Springs,23720,100,693
FL,Tavares,14337,55,280
FL,Temple Terrace,25379,71,655
FL,Tequesta,5804,7,83
FL,Titusville,43989,328,1604
FL,Treasure Island,6746,15,249
FL,Trenton,1983,5,31
FL,Umatilla,3554,14,65
FL,Valparaiso,5138,5,48
FL,Venice,21151,37,446
FL,Vero Beach,15621,48,499
FL,Village of Pinecrest,19092,16,580
FL,Virginia Gardens,2471,5,29
FL,Waldo,1025,17,24
FL,Wauchula,4918,20,157
FL,Webster,840,11,21
FL,Wellington,59298,126,1259
FL,West Melbourne,19418,48,622
FL,West Miami,6254,8,76
FL,Weston,68369,47,489
FL,West Palm Beach,102510,701,4863
FL,West Park,14752,109,705
FL,White Springs,777,6,22
FL,Wildwood,6793,36,181
FL,Williston,2728,15,82
FL,Wilton Manors,12110,79,608
FL,Windermere,2619,0,38
FL,Winter Garden,37819,178,1412
FL,Winter Haven,35325,215,1577
FL,Winter Park,29259,100,1066
FL,Winter Springs,33624,51,369
FL,Zephyrhills,14023,47,1002
GA,Abbeville,2888,3,22
GA,Adairsville,4686,13,52
GA,Adel,5240,18,189
GA,Adrian,656,0,2
GA,Alapaha,646,5,6
GA,Albany,77365,749,4661
GA,Alma,3529,24,208
GA,Alpharetta,63442,47,1228
GA,Alto,1159,0,28
GA,Americus,16190,231,1246
GA,Aragon,1233,3,51
GA,Arcade,1752,4,35
GA,Arlington,1412,61,124
GA,Ashburn,3814,40,184
GA,Athens-Clarke County,120122,404,4074
GA,Atlanta,451020,5517,27528
GA,Attapulgus,441,0,2
GA,Austell,6820,40,191
GA,Bainbridge,12575,88,568
GA,Baldwin,3289,3,49
GA,Ball Ground,1484,1,12
GA,Barnesville,6489,9,327
GA,Baxley,4434,15,289
GA,Berlin,562,0,0
GA,Blackshear,3499,14,150
GA,Blairsville,549,0,21
GA,Blakely,4771,32,205
GA,Bloomingdale,2762,3,62
GA,Blue Ridge,1262,3,23
GA,Blythe,721,0,14
GA,Boston,1318,11,48
GA,Bowdon,2042,16,73
GA,Braselton,7973,13,127
GA,Braswell,382,0,0
GA,Bremen,6203,11,173
GA,Brooklet,1430,3,11
GA,Brunswick,15709,162,1110
GA,Buchanan,1162,5,43
GA,Buena Vista,2188,8,75
GA,Butler,1899,5,24
GA,Byron,4772,8,150
GA,Cairo,9875,29,222
GA,Calhoun,15866,44,784
GA,Canton,24042,23,406
GA,Carrollton,25164,124,1090
GA,Cartersville,19835,51,927
GA,Cave Spring,1191,2,18
GA,Cedartown,9779,53,920
GA,Centerville,7644,19,416
GA,Chatsworth,4284,10,162
GA,Chattahoochee Hills,2588,0,39
GA,Chickamauga,3125,6,68
GA,Clarkston,7790,67,312
GA,Claxton,2643,8,148
GA,Clayton,2216,14,97
GA,Cleveland,3739,14,206
GA,Climax,275,0,0
GA,Cochran,4782,14,247
GA,College Park,14871,324,1664
GA,Colquitt,1932,8,69
GA,Columbus,201165,1022,12475
GA,Commerce,6476,24,115
GA,Conyers,15465,103,1046
GA,Coolidge,525,0,4
GA,Cordele,11358,87,847
GA,Cornelia,4170,6,186
GA,Covington,13416,47,761
GA,Cuthbert,3610,2,55
GA,Dalton,33475,66,1319
GA,Danielsville,563,0,22
GA,Dawson,4352,30,85
GA,Decatur,20001,40,690
GA,Demorest,1987,0,21
GA,Dillard,340,0,7
GA,Doerun,785,6,43
GA,Donalsonville,2822,7,106
GA,Doraville,8530,44,407
GA,Douglas,11892,100,883
GA,Douglasville,31347,213,1999
GA,Dublin,16217,85,1186
GA,Duluth,28350,42,655
GA,Dunwoody,47531,57,1838
GA,East Ellijay,539,7,87
GA,Eastman,5295,56,450
GA,East Point,36172,420,3905
GA,Eatonton,6483,36,217
GA,Edison,1470,0,17
GA,Elberton,4476,59,309
GA,Ellaville,1808,9,17
GA,Ellijay,1630,1,22
GA,Emerson,1486,3,58
GA,Ephesus,420,0,0
GA,Eton,902,0,18
GA,Euharlee,4156,1,127
GA,Fairburn,13938,52,509
GA,Fairmount,727,1,5
GA,Fayetteville,16216,30,513
GA,Fitzgerald,9034,52,500
GA,Flowery Branch,6117,1,95
GA,Folkston,5646,9,73
GA,Forsyth,3960,16,232
GA,Fort Oglethorpe,9504,28,695
GA,Fort Valley,9688,104,436
GA,Franklin,974,4,24
GA,Franklin Springs,1025,0,9
GA,Gainesville,35111,115,1505
GA,Garden City,8968,159,424
GA,Glennville,5210,15,138
GA,Glenwood,717,3,4
GA,Gordon,2044,0,22
GA,Gray,3244,3,68
GA,Greensboro,3371,22,162
GA,Greenville,854,0,28
GA,Griffin,23313,186,1882
GA,Grovetown,12525,4,213
GA,Hahira,2877,3,46
GA,Hampton,7133,9,113
GA,Hapeville,6799,74,532
GA,Harlem,2811,3,38
GA,Harrison,476,0,0
GA,Hazlehurst,4279,7,180
GA,Helen,520,6,62
GA,Helena,3147,5,29
GA,Hinesville,35311,120,1444
GA,Hiram,3613,9,452
GA,Hoboken,533,1,6
GA,Holly Springs,9807,4,98
GA,Homeland,880,0,0
GA,Homerville,2413,20,202
GA,Jackson,4941,20,95
GA,Jefferson,9638,11,149
GA,Jeffersonville,962,0,9
GA,Jesup,10289,53,826
GA,Johns Creek,84093,37,619
GA,Jonesboro,4530,19,225
GA,Kennesaw,31289,34,503
GA,Kingsland,16393,84,468
GA,Lafayette,7062,16,411
GA,Lagrange,30723,99,1734
GA,Lakeland,3402,10,73
GA,Lake Park,755,2,14
GA,Lavonia,2121,20,142
GA,Lawrenceville,29821,65,871
GA,Lilburn,12455,39,713
GA,Lincolnton,1491,7,42
GA,Locust Grove,5734,10,333
GA,Loganville,10699,16,304
GA,Lookout Mountain,1577,0,19
GA,Lumber City,1266,4,19
GA,Lumpkin,1083,0,0
GA,Macon,91177,583,6800
GA,Madison,3983,15,223
GA,Manchester,4069,18,175
GA,Marietta,58893,450,2499
GA,McCaysville,1043,2,27
GA,McDonough,22713,56,837
GA,McIntyre,650,2,22
GA,McRae,5588,17,71
GA,Meigs,1035,6,24
GA,Midville,267,0,0
GA,Midway,2152,10,71
GA,Milledgeville,19927,61,876
GA,Milton,35751,8,419
GA,Monroe,13364,97,1057
GA,Montezuma,3318,19,159
GA,Morrow,6948,33,855
GA,Moultrie,14554,92,1001
GA,Mount Airy,1280,3,15
GA,Nashville,4993,27,272
GA,Nelson,1321,1,10
GA,Newnan,34453,117,1082
GA,Newton,628,2,10
GA,Nicholls,3438,14,36
GA,Norcross,15834,80,697
GA,Oakwood,4126,12,293
GA,Ocilla,3553,23,137
GA,Oglethorpe,1258,34,193
GA,Oxford,2180,0,32
GA,Patterson,735,0,4
GA,Pavo,610,9,3
GA,Peachtree City,34706,23,439
GA,Pelham,3853,5,164
GA,Pembroke,2317,4,51
GA,Perry,15002,35,251
GA,Pine Mountain,1332,4,53
GA,Pooler,21069,35,564
GA,Porterdale,1446,24,64
GA,Port Wentworth,6338,8,118
GA,Poulan,852,2,24
GA,Powder Springs,14350,150,728
GA,Quitman,3607,46,218
GA,Ray City,1047,0,3
GA,Reynolds,1037,0,0
GA,Richmond Hill,10841,10,218
GA,Ringgold,3665,7,190
GA,Riverdale,15610,81,826
GA,Rochelle,1133,1,46
GA,Rockmart,4125,31,426
GA,Rome,36098,247,2178
GA,Rossville,4033,76,708
GA,Roswell,95373,144,2107
GA,Sandersville,5807,29,289
GA,Sandy Springs,101180,186,2739
GA,Savannah-Chatham Metropolitan,235200,851,8458
GA,Screven,774,2,17
GA,Senoia,3669,2,45
GA,Shiloh,445,0,1
GA,Sky Valley,268,0,3
GA,Smyrna,53080,183,1742
GA,Snellville,19260,34,820
GA,Social Circle,4288,18,207
GA,Sparks,1987,10,96
GA,Sparta,1314,13,37
GA,Springfield,2798,1,62
GA,Statesboro,30201,88,1361
GA,Statham,2443,24,443
GA,St. Marys,17701,75,522
GA,Summerville,4449,0,50
GA,Suwanee,16539,15,391
GA,Sylvania,2540,17,123
GA,Talbotton,891,1,25
GA,Tallulah Falls,169,0,1
GA,Tennille,1518,11,70
GA,Thomasville,18451,88,1166
GA,Thunderbolt,2625,10,88
GA,Tifton,16781,150,1255
GA,Tignall,521,1,3
GA,Toccoa,8379,57,548
GA,Trenton,2275,1,19
GA,Trion,1796,13,41
GA,Tunnel Hill,868,0,23
GA,Tybee Island,3091,0,72
GA,Tyrone,6997,5,99
GA,Union City,20826,205,1803
GA,Union Point,1639,8,86
GA,Vidalia,10652,92,710
GA,Villa Rica,14307,43,639
GA,Walthourville,4278,11,160
GA,Warm Springs,406,0,23
GA,Warner Robins,71614,364,4213
GA,Warrenton,1833,12,72
GA,Washington,3967,31,123
GA,Watkinsville,2896,1,69
GA,Waverly Hall,737,0,8
GA,Waycross,14206,64,946
GA,Waynesboro,5793,32,134
GA,West Point,3539,21,138
GA,Willacoochee,1366,4,37
GA,Winder,14291,59,639
GA,Winterville,1137,0,11
GA,Woodbury,911,2,23
GA,Woodstock,25515,20,594
GA,Wrens,2096,10,79
ID,Aberdeen,1959,2,16
ID,American Falls,4404,4,58
ID,Bellevue,2269,0,19
ID,Blackfoot,11826,23,449
ID,Boise,214330,600,4741
ID,Bonners Ferry,2586,13,52
ID,Buhl,4183,7,68
ID,Caldwell,48069,133,1128
ID,Cascade,893,0,25
ID,Challis,1084,0,6
ID,Chubbuck,14224,34,603
ID,Coeur d'Alene,46023,257,1735
ID,Cottonwood,926,1,7
ID,Emmett,6509,8,88
ID,Filer,2575,3,10
ID,Fruitland,4734,5,80
ID,Garden City,11342,65,425
